[TYPE]
Mixed CSV
[INFOMATION]
0,시험일자,2024-09-09
1,실무자,이재성
2,의뢰 기관,창원대학교
3,시험 속도,3 mm/min;
4,시편 명칭 / 재질,
5,시편 형상,사각시편
6,지름 [mm],
7,두께 [mm] / 폭 [mm],2.94 / 6.04
8,Gage length [mm],25
9,Area,17.7576
10,기타, / 
[DATA]
TIME - Second,ULM-T10 - kgf,Displacement - mm,Strain - %,Stress - MPa,Temp. - ℃
0.1,-0.392,0,0,-0.216,0
0.2,0.743,0.003,0.012,0.41,0
0.3,5.524,0.008,0.032,3.049,0
0.4,14.291,0.013,0.052,7.887,0
0.5,23.869,0.0175,0.07,13.173,0
0.6,33.947,0.023,0.092,18.736,0
0.7,43.001,0.0275,0.11,23.733,0
0.8,50.675,0.033,0.132,27.968,0
0.9,57.932,0.038,0.152,31.973,0
1,65.44,0.043,0.172,36.117,0
1.1,73.713,0.0485,0.194,40.683,0
1.2,82.912,0.053,0.212,45.76,0
1.3,91.135,0.058,0.232,50.298,0
1.4,100.483,0.063,0.252,55.457,0
1.5,109.669,0.0675,0.27,60.527,0
1.6,117.867,0.0725,0.29,65.052,0
1.7,127.368,0.0775,0.31,70.296,0
1.8,136.441,0.082,0.328,75.303,0
1.9,145.516,0.0865,0.346,80.312,0
2,155.358,0.092,0.368,85.743,0
2.1,164.985,0.0965,0.386,91.057,0
2.2,174.534,0.102,0.408,96.327,0
2.3,184.793,0.107,0.428,101.989,0
2.4,194.143,0.112,0.448,107.149,0
2.5,203.913,0.117,0.468,112.542,0
2.6,213.895,0.122,0.488,118.051,0
2.7,222.61,0.127,0.508,122.861,0
2.8,232.452,0.1325,0.53,128.292,0
2.9,241.178,0.137,0.548,133.108,0
3,249.911,0.142,0.568,137.928,0
3.1,259.484,0.147,0.588,143.212,0
3.2,267.452,0.1515,0.606,147.609,0
3.3,275.689,0.1565,0.626,152.155,0
3.4,284.426,0.1615,0.646,156.978,0
3.5,292.255,0.166,0.664,161.298,0
3.6,300.389,0.171,0.684,165.788,0
3.7,309.219,0.1755,0.702,170.661,0
3.8,317.173,0.1805,0.722,175.051,0
3.9,326.437,0.1855,0.742,180.164,0
4,335.219,0.1905,0.762,185.011,0
4.1,343.633,0.1955,0.782,189.654,0
4.2,352.933,0.201,0.804,194.787,0
4.3,361.436,0.2055,0.822,199.48,0
4.4,369.623,0.211,0.844,203.999,0
4.5,378.904,0.216,0.864,209.121,0
4.6,386.406,0.2205,0.882,213.261,0
4.7,394.664,0.2255,0.902,217.819,0
4.8,403.317,0.23,0.92,222.595,0
4.9,410.576,0.2345,0.938,226.601,0
5,418.737,0.24,0.96,231.105,0
5.1,427.028,0.2445,0.978,235.681,0
5.2,434.365,0.249,0.996,239.73,0
5.3,442.734,0.254,1.016,244.35,0
5.4,451.06,0.259,1.036,248.945,0
5.5,458.63,0.264,1.056,253.123,0
5.6,467.34,0.269,1.076,257.93,0
5.7,475.266,0.274,1.096,262.304,0
5.8,483.506,0.279,1.116,266.852,0
5.9,492.378,0.284,1.136,271.749,0
6,499.835,0.289,1.156,275.864,0
6.1,508.078,0.2945,1.178,280.413,0
6.2,516.272,0.299,1.196,284.936,0
6.3,523.092,0.304,1.216,288.7,0
6.4,531.135,0.309,1.236,293.139,0
6.5,538.635,0.3135,1.254,297.278,0
6.6,545.328,0.318,1.272,300.972,0
6.7,553.195,0.323,1.292,305.314,0
6.8,560.088,0.328,1.312,309.118,0
6.9,566.864,0.3325,1.33,312.858,0
7,574.872,0.3375,1.35,317.278,0
7.1,582.077,0.342,1.368,321.254,0
7.2,589.35,0.3475,1.39,325.268,0
7.3,597.259,0.3525,1.41,329.633,0
7.4,604.455,0.3575,1.43,333.605,0
7.5,612.124,0.363,1.452,337.837,0
7.6,619.67,0.3675,1.47,342.002,0
7.7,626.123,0.3725,1.49,345.564,0
7.8,633.959,0.378,1.512,349.888,0
7.9,640.651,0.3825,1.53,353.582,0
8,646.721,0.3875,1.55,356.932,0
8.1,653.75,0.3925,1.57,360.811,0
8.2,659.625,0.397,1.588,364.054,0
8.3,665.794,0.402,1.608,367.459,0
8.4,672.615,0.407,1.628,371.223,0
8.5,678.589,0.4115,1.646,374.52,0
8.6,684.61,0.4165,1.666,377.843,0
8.7,691.261,0.4215,1.686,381.514,0
8.8,697.23,0.426,1.704,384.808,0
8.9,703.759,0.4315,1.726,388.412,0
9,710.121,0.4365,1.746,391.923,0
9.1,715.937,0.4415,1.766,395.133,0
9.2,722.549,0.447,1.788,398.782,0
9.3,728.068,0.4515,1.806,401.828,0
9.4,733.497,0.457,1.828,404.824,0
9.5,739.639,0.462,1.848,408.214,0
9.6,744.294,0.4665,1.866,410.784,0
9.7,749.728,0.472,1.888,413.783,0
9.8,755.027,0.4765,1.906,416.707,0
9.9,759.3,0.481,1.924,419.065,0
10,764.26,0.486,1.944,421.803,0
10.1,768.992,0.491,1.964,424.415,0
10.2,772.991,0.4955,1.982,426.622,0
10.3,777.476,0.5005,2.002,429.097,0
10.4,781.859,0.5055,2.022,431.516,0
10.5,785.745,0.5105,2.042,433.661,0
10.6,790.159,0.5155,2.062,436.097,0
10.7,793.743,0.5205,2.082,438.075,0
10.8,797.617,0.526,2.104,440.213,0
10.9,801.181,0.531,2.124,442.18,0
11,804.055,0.536,2.144,443.766,0
11.1,807.508,0.541,2.164,445.672,0
11.2,810.427,0.546,2.184,447.283,0
11.3,812.562,0.5505,2.202,448.461,0
11.4,815.706,0.556,2.224,450.196,0
11.5,817.77,0.5605,2.242,451.335,0
11.6,819.757,0.5655,2.262,452.432,0
11.7,822.454,0.5705,2.282,453.921,0
11.8,824.1,0.575,2.3,454.829,0
11.9,826.05,0.58,2.32,455.906,0
12,828.451,0.585,2.34,457.23,0
12.1,830.113,0.5895,2.358,458.148,0
12.2,832.207,0.595,2.38,459.303,0
12.3,834.331,0.6,2.4,460.476,0
12.4,835.806,0.605,2.42,461.29,0
12.5,837.996,0.61,2.44,462.498,0
12.6,839.476,0.615,2.46,463.315,0
12.7,840.827,0.62,2.48,464.061,0
12.8,843.037,0.6255,2.502,465.281,0
12.9,844.089,0.63,2.52,465.861,0
13,845.383,0.6355,2.542,466.576,0
13.1,847.432,0.64,2.56,467.707,0
13.2,848.269,0.645,2.58,468.168,0
13.3,849.651,0.65,2.6,468.931,0
13.4,851.239,0.6545,2.618,469.807,0
13.5,852.302,0.659,2.636,470.394,0
13.6,853.974,0.664,2.656,471.317,0
13.7,855.4,0.669,2.676,472.104,0
13.8,856.484,0.674,2.696,472.702,0
13.9,858.291,0.6795,2.718,473.7,0
14,859.497,0.684,2.736,474.365,0
14.1,860.833,0.6895,2.758,475.102,0
14.2,862.508,0.6945,2.778,476.027,0
14.3,863.47,0.6995,2.798,476.558,0
14.4,864.898,0.705,2.82,477.346,0
14.5,866.498,0.71,2.84,478.229,0
14.6,867.213,0.7145,2.858,478.624,0
14.7,868.754,0.72,2.88,479.474,0
14.8,869.968,0.7245,2.898,480.144,0
14.9,870.563,0.729,2.916,480.473,0
15,872.268,0.734,2.936,481.414,0
