[TYPE]
Mixed CSV
[INFOMATION]
0,시험일자,2024-09-09
1,실무자,이재성
2,의뢰 기관,창원대학교
3,시험 속도,3 mm/min;
4,시편 명칭 / 재질,
5,시편 형상,사각시편
6,지름 [mm],
7,두께 [mm] / 폭 [mm],2.77 / 6.06
8,Gage length [mm],25
9,Area,16.7862
10,기타, / 
[DATA]
TIME - Second,ULM-T10 - kgf,Displacement - mm,Strain - %,Stress - MPa,Temp. - ℃
21.6,670.579,1.067,4.268,391.517,0
21.7,673.736,1.072,4.288,393.36,0
21.8,676.42,1.077,4.308,394.927,0
21.9,679.865,1.0825,4.33,396.938,0
22,682.392,1.087,4.348,398.414,0
22.1,684.662,1.092,4.368,399.739,0
22.2,688.2,1.097,4.388,401.804,0
22.3,690.519,1.1015,4.406,403.158,0
22.4,692.943,1.1065,4.426,404.574,0
22.5,696.13,1.1115,4.446,406.435,0
22.6,698.469,1.116,4.464,407.8,0
22.7,701.145,1.121,4.484,409.362,0
22.8,704.371,1.126,4.504,411.246,0
22.9,706.857,1.131,4.524,412.698,0
23,709.995,1.136,4.544,414.529,0
23.1,713.049,1.141,4.564,416.313,0
23.2,715.572,1.146,4.584,417.786,0
23.3,719.061,1.1515,4.606,419.823,0
23.4,721.524,1.1565,4.626,421.261,0
23.5,723.94,1.1615,4.646,422.672,0
23.6,727.178,1.167,4.668,424.562,0
23.7,729.317,1.1715,4.686,425.81,0
23.8,731.739,1.177,4.708,427.225,0
23.9,734.649,1.1815,4.726,428.924,0
24,736.658,1.186,4.744,430.097,0
24.1,739.436,1.191,4.764,431.719,0
24.2,742.03,1.196,4.784,433.233,0
24.3,744.197,1.2005,4.802,434.498,0
24.4,746.972,1.206,4.824,436.119,0
24.5,749.5,1.2105,4.842,437.595,0
24.6,752.003,1.2155,4.862,439.056,0
24.7,754.895,1.221,4.884,440.745,0
24.8,757.194,1.226,4.904,442.087,0
24.9,759.827,1.231,4.924,443.624,0
25,762.733,1.2365,4.946,445.321,0
25.1,764.772,1.241,4.964,446.511,0
25.2,767.34,1.2465,4.986,448.01,0
25.3,769.931,1.2515,5.006,449.523,0
25.4,771.508,1.2565,5.026,450.444,0
25.5,774.391,1.2615,5.046,452.127,0
25.6,776.309,1.266,5.064,453.247,0
25.7,778.107,1.271,5.084,454.297,0
25.8,780.494,1.276,5.104,455.69,0
25.9,782.422,1.2805,5.122,456.816,0
26,784.29,1.2855,5.142,457.907,0
26.1,786.782,1.2905,5.162,459.362,0
26.2,788.666,1.295,5.18,460.462,0
26.3,790.885,1.3005,5.202,461.757,0
26.4,793.116,1.3055,5.222,463.06,0
26.5,794.848,1.3105,5.242,464.071,0
26.6,796.96,1.316,5.264,465.304,0
26.7,799.068,1.321,5.284,466.535,0
26.8,800.43,1.326,5.304,467.33,0
26.9,802.711,1.3315,5.326,468.661,0
27,804.148,1.336,5.344,469.501,0
27.1,805.512,1.341,5.364,470.297,0
27.2,807.613,1.346,5.384,471.524,0
27.3,808.672,1.3505,5.402,472.142,0
27.4,809.943,1.3555,5.422,472.884,0
27.5,811.833,1.3605,5.442,473.988,0
27.6,812.859,1.365,5.46,474.586,0
27.7,814.407,1.37,5.48,475.491,0
27.8,816.113,1.375,5.5,476.487,0
27.9,817.449,1.38,5.52,477.267,0
28,819.144,1.385,5.54,478.256,0
28.1,820.715,1.3905,5.562,479.174,0
28.2,821.847,1.3955,5.582,479.834,0
28.3,823.694,1.401,5.604,480.912,0
28.4,824.974,1.4055,5.622,481.66,0
28.5,826.073,1.411,5.644,482.301,0
28.6,827.909,1.416,5.664,483.374,0
28.7,828.573,1.4205,5.682,483.761,0
28.8,830.192,1.426,5.704,484.706,0
28.9,831.614,1.4305,5.722,485.537,0
29,832.423,1.435,5.74,486.009,0
29.1,833.964,1.4405,5.762,486.909,0
29.2,835.343,1.445,5.78,487.714,0
29.3,836.321,1.4495,5.798,488.285,0
29.4,837.876,1.455,5.82,489.193,0
29.5,839.301,1.4595,5.838,490.024,0
29.6,840.586,1.4645,5.858,490.775,0
29.7,842.33,1.47,5.88,491.793,0
29.8,843.562,1.475,5.9,492.513,0
29.9,844.896,1.48,5.92,493.291,0
30,846.636,1.4855,5.942,494.307,0
30.1,847.41,1.49,5.96,494.759,0
30.2,849.126,1.4955,5.982,495.761,0
30.3,850.436,1.5005,6.002,496.526,0
30.4,851.28,1.505,6.02,497.019,0
30.5,852.934,1.5105,6.042,497.984,0
30.6,854.038,1.515,6.06,498.629,0
30.7,854.686,1.52,6.08,499.007,0
30.8,856.569,1.525,6.1,500.106,0
30.9,857.722,1.5295,6.118,500.78,0
31,858.681,1.5345,6.138,501.34,0
31.1,860.479,1.5395,6.158,502.389,0
31.2,861.627,1.5445,6.178,503.06,0
31.3,862.782,1.5495,6.198,503.734,0
31.4,864.462,1.5545,6.218,504.715,0
31.5,865.512,1.5595,6.238,505.328,0
31.6,866.988,1.565,6.26,506.19,0
31.7,868.358,1.57,6.28,506.99,0
31.8,869.29,1.575,6.3,507.534,0
31.9,871.139,1.5805,6.322,508.613,0
32,872.08,1.585,6.34,509.163,0
32.1,872.919,1.59,6.36,509.652,0
32.2,874.766,1.595,6.38,510.731,0
32.3,875.422,1.6,6.4,511.114,0
32.4,876.515,1.605,6.42,511.752,0
32.5,878.075,1.6095,6.438,512.663,0
32.6,878.91,1.614,6.456,513.15,0
32.7,880.171,1.619,6.476,513.887,0
32.8,881.705,1.624,6.496,514.782,0
32.9,882.594,1.629,6.516,515.301,0
33,884.313,1.634,6.536,516.305,0
33.1,885.428,1.639,6.556,516.956,0
33.2,886.485,1.6445,6.578,517.573,0
33.3,888.061,1.6495,6.598,518.493,0
33.4,889.112,1.6545,6.618,519.107,0
33.5,890.32,1.6595,6.638,519.812,0
33.6,891.706,1.665,6.66,520.622,0
33.7,892.436,1.6695,6.678,521.047,0
33.8,893.65,1.675,6.7,521.756,0
33.9,895.095,1.6795,6.718,522.6,0
34,895.54,1.684,6.736,522.86,0
34.1,897.021,1.689,6.756,523.725,0
34.2,898.32,1.694,6.776,524.483,0
34.3,898.928,1.6985,6.794,524.838,0
34.4,900.654,1.704,6.816,525.845,0
34.5,901.606,1.7085,6.834,526.401,0
34.6,902.656,1.7135,6.854,527.015,0
34.7,904.097,1.719,6.876,527.856,0
34.8,905.271,1.724,6.896,528.541,0
34.9,906.504,1.729,6.916,529.261,0
35,908.029,1.7345,6.938,530.151,0
35.1,908.649,1.739,6.956,530.514,0
35.2,909.993,1.7445,6.978,531.298,0
35.3,911.135,1.7495,6.998,531.965,0
35.4,911.77,1.7545,7.018,532.336,0
35.5,913.372,1.7595,7.038,533.271,0
35.6,914.148,1.764,7.056,533.724,0
35.7,914.715,1.769,7.076,534.055,0
35.8,916.149,1.774,7.096,534.893,0
35.9,917.034,1.7785,7.114,535.409,0
36,917.729,1.783,7.132,535.815,0
36.1,919.19,1.788,7.152,536.668,0
36.2,920.288,1.793,7.172,537.309,0
36.3,921.238,1.798,7.192,537.863,0
36.4,922.566,1.8025,7.21,538.639,0
36.5,923.072,1.807,7.228,538.934,0
36.6,924.671,1.8125,7.25,539.868,0
36.7,925.803,1.8175,7.27,540.529,0
36.8,926.729,1.8225,7.29,541.07,0
36.9,928.158,1.8275,7.31,541.904,0
37,928.849,1.8325,7.33,542.307,0
37.1,929.762,1.8375,7.35,542.841,0
37.2,931.182,1.8425,7.37,543.669,0
37.3,931.66,1.847,7.388,543.948,0
37.4,932.534,1.852,7.408,544.459,0
37.5,933.824,1.857,7.428,545.212,0
37.6,934.627,1.8615,7.446,545.681,0
37.7,935.666,1.8665,7.466,546.288,0
37.8,936.852,1.8715,7.486,546.98,0
37.9,937.653,1.8765,7.506,547.447,0
38,939.013,1.8815,7.526,548.241,0
38.1,940.13,1.887,7.548,548.893,0
38.2,940.61,1.892,7.568,549.174,0
38.3,942.088,1.8975,7.59,550.037,0
38.4,942.86,1.902,7.608,550.488,0
38.5,943.923,1.9075,7.63,551.108,0
38.6,945.359,1.9125,7.65,551.947,0
38.7,945.755,1.917,7.668,552.178,0
38.8,946.817,1.9225,7.69,552.798,0
38.9,948.086,1.9275,7.71,553.539,0
39,948.403,1.932,7.728,553.724,0
39.1,949.63,1.937,7.748,554.44,0
39.2,950.608,1.942,7.768,555.011,0
39.3,951.163,1.9465,7.786,555.335,0
39.4,952.417,1.9515,7.806,556.067,0
39.5,953.404,1.9565,7.826,556.643,0
39.6,954.238,1.9615,7.846,557.131,0
39.7,955.51,1.967,7.868,557.873,0
39.8,956.276,1.9715,7.886,558.32,0
39.9,957.349,1.977,7.908,558.947,0
40,958.413,1.982,7.928,559.568,0
40.1,959.175,1.987,7.948,560.013,0
40.2,960.232,1.9925,7.97,560.63,0
40.3,961.099,1.9975,7.99,561.136,0
40.4,961.688,2.002,8.008,561.48,0
40.5,963.143,2.0075,8.03,562.33,0
40.6,963.573,2.012,8.048,562.581,0
40.7,963.936,2.017,8.068,562.793,0
40.8,965.332,2.022,8.088,563.608,0
40.9,965.855,2.0265,8.106,563.913,0
41,966.663,2.0315,8.126,564.385,0
41.1,967.994,2.0365,8.146,565.162,0
41.2,968.64,2.0415,8.166,565.539,0
41.3,969.578,2.0465,8.186,566.087,0
41.4,970.761,2.052,8.208,566.777,0
41.5,971.451,2.057,8.228,567.18,0
41.6,972.492,2.0625,8.25,567.788,0
41.7,973.686,2.067,8.268,568.485,0
41.8,974.158,2.072,8.288,568.761,0
41.9,975.424,2.0775,8.31,569.5,0
42,975.859,2.0825,8.33,569.754,0
42.1,976.61,2.0875,8.35,570.192,0
42.2,977.828,2.0925,8.37,570.903,0
42.3,978.159,2.097,8.388,571.097,0
42.4,978.757,2.102,8.408,571.446,0
42.5,979.888,2.107,8.428,572.106,0
42.6,980.395,2.1115,8.446,572.402,0
42.7,981.238,2.1165,8.466,572.894,0
42.8,982.311,2.1215,8.486,573.521,0
42.9,982.848,2.1265,8.506,573.834,0
43,984.256,2.1315,8.526,574.657,0
43.1,984.975,2.1365,8.546,575.076,0
43.2,985.681,2.142,8.568,575.488,0
43.3,986.73,2.147,8.588,576.101,0
43.4,987.246,2.152,8.608,576.402,0
43.5,987.982,2.1575,8.63,576.832,0
43.6,989.413,2.1625,8.65,577.668,0
43.7,989.389,2.167,8.668,577.654,0
43.8,990.323,2.1725,8.69,578.199,0
43.9,991.265,2.177,8.708,578.748,0
44,991.576,2.1815,8.726,578.93,0
44.1,992.595,2.187,8.748,579.525,0
44.2,993.376,2.1915,8.766,579.981,0
44.3,993.729,2.1965,8.786,580.187,0
44.4,994.837,2.2015,8.806,580.834,0
44.5,995.78,2.2065,8.826,581.385,0
44.6,996.394,2.2115,8.846,581.743,0
44.7,997.496,2.217,8.868,582.387,0
44.8,997.987,2.2215,8.886,582.673,0
44.9,998.648,2.227,8.908,583.059,0
45,999.979,2.232,8.928,583.837,0
45.1,1000.106,2.237,8.948,583.91,0
45.2,1001.181,2.2425,8.97,584.538,0
45.3,1002.032,2.2475,8.99,585.035,0
45.4,1002.104,2.252,9.008,585.077,0
45.5,1003.186,2.2575,9.03,585.709,0
45.6,1003.721,2.262,9.048,586.021,0
45.7,1003.936,2.267,9.068,586.146,0
45.8,1005.044,2.272,9.088,586.794,0
45.9,1005.442,2.2765,9.106,587.026,0
46,1005.917,2.2815,9.126,587.303,0
46.1,1007.145,2.2865,9.146,588.02,0
46.2,1007.66,2.291,9.164,588.321,0
46.3,1008.45,2.2965,9.186,588.782,0
46.4,1009.444,2.3015,9.206,589.363,0
46.5,1009.931,2.3065,9.226,589.647,0
46.6,1011.004,2.312,9.248,590.273,0
46.7,1011.715,2.317,9.268,590.688,0
46.8,1012.104,2.322,9.288,590.915,0
46.9,1013.146,2.327,9.308,591.524,0
47,1013.482,2.332,9.328,591.72,0
47.1,1013.936,2.337,9.348,591.985,0
47.2,1014.992,2.342,9.368,592.602,0
47.3,1015.08,2.3465,9.386,592.653,0
47.4,1015.741,2.3515,9.406,593.039,0
47.5,1016.532,2.3565,9.426,593.501,0
47.6,1016.761,2.361,9.444,593.634,0
47.7,1017.6,2.366,9.464,594.124,0
47.8,1018.552,2.371,9.484,594.68,0
47.9,1018.896,2.376,9.504,594.881,0
48,1020.233,2.3815,9.526,595.662,0
48.1,1020.757,2.3865,9.546,595.968,0
48.2,1021.291,2.3915,9.566,596.28,0
48.3,1022.325,2.397,9.588,596.883,0
48.4,1022.665,2.402,9.608,597.081,0
48.5,1023.153,2.407,9.628,597.366,0
48.6,1024.103,2.412,9.648,597.921,0
48.7,1024.271,2.417,9.668,598.019,0
48.8,1024.888,2.422,9.688,598.379,0
48.9,1025.603,2.427,9.708,598.797,0
49,1025.693,2.4315,9.726,598.85,0
49.1,1026.474,2.437,9.748,599.305,0
49.2,1027.153,2.4415,9.766,599.702,0
49.3,1027.424,2.446,9.784,599.86,0
49.4,1028.431,2.4515,9.806,600.448,0
49.5,1029.022,2.456,9.824,600.793,0
49.6,1029.68,2.461,9.844,601.177,0
49.7,1030.473,2.4665,9.866,601.64,0
49.8,1030.935,2.471,9.884,601.91,0
49.9,1031.521,2.4765,9.906,602.252,0
50,1032.449,2.482,9.928,602.794,0
50.1,1032.562,2.4865,9.946,602.86,0
50.2,1033.358,2.492,9.968,603.325,0
50.3,1033.947,2.497,9.988,603.669,0
50.4,1034.08,2.502,10.008,603.746,0
50.5,1035.029,2.507,10.028,604.301,0
50.6,1035.183,2.5115,10.046,604.39,0
50.7,1035.554,2.5165,10.066,604.607,0
50.8,1036.392,2.5215,10.086,605.096,0
50.9,1036.687,2.526,10.104,605.268,0
51,1037.061,2.531,10.124,605.487,0
51.1,1038.159,2.536,10.144,606.128,0
51.2,1038.607,2.541,10.164,606.389,0
51.3,1039.214,2.546,10.184,606.743,0
51.4,1040.099,2.551,10.204,607.26,0
51.5,1040.482,2.5565,10.226,607.484,0
51.6,1041.215,2.5615,10.246,607.912,0
51.7,1041.808,2.567,10.268,608.258,0
51.8,1042.024,2.5715,10.286,608.384,0
51.9,1042.899,2.577,10.308,608.895,0
52,1042.992,2.582,10.328,608.95,0
52.1,1043.386,2.587,10.348,609.18,0
52.2,1044.392,2.592,10.368,609.767,0
52.3,1044.377,2.5965,10.386,609.758,0
52.4,1044.721,2.6015,10.406,609.959,0
52.5,1045.58,2.6065,10.426,610.461,0
52.6,1045.788,2.611,10.444,610.582,0
52.7,1046.29,2.616,10.464,610.875,0
52.8,1047.18,2.621,10.484,611.395,0
52.9,1047.409,2.626,10.504,611.528,0
53,1048.21,2.631,10.524,611.996,0
53.1,1048.801,2.636,10.544,612.341,0
53.2,1049.449,2.641,10.564,612.72,0
53.3,1050.226,2.6465,10.586,613.173,0
53.4,1050.326,2.6515,10.606,613.232,0
53.5,1050.639,2.6565,10.626,613.414,0
53.6,1051.358,2.662,10.648,613.834,0
53.7,1051.471,2.6665,10.666,613.9,0
53.8,1052.07,2.672,10.688,614.25,0
53.9,1052.669,2.6765,10.706,614.599,0
54,1052.642,2.681,10.724,614.583,0
54.1,1053.332,2.6865,10.746,614.986,0
54.2,1053.842,2.691,10.764,615.284,0
54.3,1054.08,2.6955,10.782,615.423,0
54.4,1054.911,2.701,10.804,615.908,0
54.5,1055.27,2.7055,10.822,616.118,0
54.6,1055.759,2.711,10.844,616.403,0
54.7,1056.644,2.716,10.864,616.92,0
54.8,1056.957,2.721,10.884,617.103,0
54.9,1057.424,2.7265,10.906,617.375,0
55,1058.14,2.7315,10.926,617.794,0
55.1,1058.265,2.7365,10.946,617.867,0
55.2,1058.937,2.742,10.968,618.259,0
55.3,1059.327,2.747,10.988,618.487,0
55.4,1059.237,2.7515,11.006,618.434,0
55.5,1060.068,2.757,11.028,618.919,0
55.6,1060.304,2.7615,11.046,619.057,0
55.7,1060.22,2.766,11.064,619.008,0
55.8,1061.184,2.7715,11.086,619.571,0
55.9,1061.305,2.776,11.104,619.641,0
56,1061.709,2.781,11.124,619.877,0
56.1,1062.581,2.786,11.144,620.386,0
56.2,1062.737,2.7905,11.162,620.478,0
56.3,1063.404,2.796,11.184,620.867,0
56.4,1064.217,2.801,11.204,621.342,0
56.5,1064.213,2.8065,11.226,621.339,0
56.6,1065.065,2.8115,11.246,621.837,0
56.7,1065.427,2.8165,11.266,622.048,0
56.8,1065.299,2.8215,11.286,621.973,0
56.9,1066.197,2.827,11.308,622.498,0
57,1066.252,2.832,11.328,622.53,0
57.1,1066.556,2.837,11.348,622.707,0
57.2,1067.318,2.842,11.368,623.152,0
57.3,1067.213,2.8465,11.386,623.091,0
57.4,1067.439,2.8515,11.406,623.223,0
57.5,1068.106,2.8565,11.426,623.612,0
57.6,1068.227,2.861,11.444,623.683,0
57.7,1068.586,2.8665,11.466,623.893,0
57.8,1069.305,2.8715,11.486,624.313,0
57.9,1069.449,2.8765,11.506,624.397,0
58,1070.242,2.8815,11.526,624.86,0
58.1,1070.648,2.8865,11.546,625.096,0
58.2,1070.975,2.892,11.568,625.287,0
58.3,1071.758,2.897,11.588,625.745,0
58.4,1071.635,2.902,11.608,625.672,0
58.5,1071.952,2.9075,11.63,625.858,0
58.6,1072.633,2.9125,11.65,626.255,0
58.7,1072.456,2.917,11.668,626.152,0
58.8,1072.995,2.9225,11.69,626.467,0
58.9,1073.404,2.927,11.708,626.706,0
59,1073.137,2.932,11.728,626.549,0
59.1,1073.716,2.937,11.748,626.888,0
59.2,1074.124,2.9415,11.766,627.126,0
59.3,1074.249,2.9465,11.786,627.199,0
59.4,1074.882,2.9515,11.806,627.568,0
59.5,1075.149,2.9565,11.826,627.725,0
59.6,1075.596,2.9615,11.846,627.985,0
59.7,1076.158,2.9665,11.866,628.313,0
59.8,1076.399,2.9715,11.886,628.454,0
59.9,1076.742,2.977,11.908,628.654,0
60,1077.293,2.982,11.928,628.976,0
