[TYPE]
Mixed CSV
[INFOMATION]
0,시험일자,2024-09-09
1,실무자,이재성
2,의뢰 기관,창원대학교
3,시험 속도,3 mm/min;
4,시편 명칭 / 재질,
5,시편 형상,사각시편
6,지름 [mm],
7,두께 [mm] / 폭 [mm],2.94 / 6.07
8,Gage length [mm],25
9,Area,17.8458
10,기타, / 
[DATA]
TIME - Second,ULM-T10 - kgf,Displacement - mm,Strain - %,Stress - MPa,Temp. - ℃
8.6,677.126,0.417,1.668,371.866,0
8.7,682.969,0.4215,1.686,375.074,0
8.8,689.898,0.427,1.708,378.88,0
8.9,696.318,0.432,1.728,382.405,0
9,702.387,0.437,1.748,385.739,0
9.1,709.442,0.442,1.768,389.613,0
9.2,715,0.447,1.788,392.666,0
9.3,720.907,0.4525,1.81,395.909,0
9.4,727.349,0.4575,1.83,399.447,0
9.5,732.141,0.462,1.848,402.079,0
9.6,737.97,0.467,1.868,405.28,0
9.7,743.733,0.472,1.888,408.445,0
9.8,748.212,0.4765,1.906,410.905,0
9.9,753.714,0.4815,1.926,413.927,0
10,758.936,0.486,1.944,416.794,0
10.1,763.641,0.491,1.964,419.378,0
10.2,768.979,0.496,1.984,422.31,0
10.3,773.855,0.5005,2.002,424.987,0
10.4,778.664,0.506,2.024,427.629,0
10.5,784.08,0.511,2.044,430.603,0
10.6,788.706,0.516,2.064,433.143,0
10.7,793.364,0.521,2.084,435.702,0
10.8,798.176,0.526,2.104,438.344,0
10.9,801.99,0.531,2.124,440.439,0
11,806.682,0.5365,2.146,443.016,0
11.1,810.467,0.541,2.164,445.094,0
11.2,813.613,0.546,2.184,446.822,0
11.3,817.846,0.551,2.204,449.147,0
11.4,820.892,0.556,2.224,450.819,0
11.5,823.671,0.5605,2.242,452.346,0
11.6,827.222,0.5655,2.262,454.296,0
11.7,829.82,0.57,2.28,455.723,0
11.8,832.669,0.575,2.3,457.287,0
11.9,835.719,0.58,2.32,458.962,0
12,837.823,0.5845,2.338,460.118,0
12.1,840.604,0.59,2.36,461.645,0
12.2,843.27,0.595,2.38,463.109,0
12.3,845.192,0.6,2.4,464.165,0
12.4,847.963,0.605,2.42,465.686,0
12.5,850.025,0.61,2.44,466.819,0
12.6,851.822,0.615,2.46,467.805,0
12.7,854.402,0.62,2.48,469.223,0
12.8,855.871,0.625,2.5,470.029,0
12.9,857.771,0.63,2.52,471.073,0
13,860.046,0.635,2.54,472.322,0
13.1,861.324,0.6395,2.558,473.024,0
13.2,863.111,0.6445,2.578,474.005,0
13.3,865.271,0.649,2.596,475.192,0
13.4,866.407,0.654,2.616,475.815,0
13.5,868.309,0.659,2.636,476.86,0
13.6,870.209,0.6635,2.654,477.904,0
13.7,871.832,0.6685,2.674,478.795,0
13.8,874.029,0.674,2.696,480.002,0
13.9,875.462,0.679,2.716,480.788,0
14,877.125,0.684,2.736,481.702,0
14.1,879.134,0.689,2.756,482.805,0
14.2,880.653,0.694,2.776,483.639,0
14.3,882.075,0.6995,2.798,484.42,0
14.4,883.937,0.7045,2.818,485.443,0
14.5,884.902,0.709,2.836,485.973,0
14.6,886.989,0.7145,2.858,487.119,0
14.7,888.348,0.719,2.876,487.865,0
14.8,889.147,0.7235,2.894,488.304,0
14.9,891.166,0.729,2.916,489.413,0
15,892.466,0.7335,2.934,490.126,0
15.1,893.64,0.738,2.952,490.772,0
15.2,895.55,0.743,2.972,491.82,0
15.3,896.881,0.748,2.992,492.551,0
15.4,898.193,0.753,3.012,493.272,0
15.5,900.161,0.758,3.032,494.353,0
15.6,901.134,0.763,3.052,494.887,0
15.7,902.993,0.7685,3.074,495.908,0
15.8,904.541,0.7735,3.094,496.758,0
15.9,905.503,0.7785,3.114,497.287,0
16,907.282,0.784,3.136,498.263,0
16.1,908.353,0.7885,3.154,498.851,0
16.2,909.405,0.7935,3.174,499.429,0
16.3,911.462,0.7985,3.194,500.559,0
16.4,912.272,0.803,3.212,501.004,0
16.5,913.209,0.808,3.232,501.518,0
16.6,915.223,0.813,3.252,502.624,0
16.7,915.938,0.8175,3.27,503.017,0
16.8,917.325,0.8225,3.29,503.779,0
16.9,919.175,0.8275,3.31,504.795,0
17,920.101,0.8325,3.33,505.303,0
17.1,921.663,0.838,3.352,506.161,0
17.2,923.24,0.8425,3.37,507.027,0
17.3,924.069,0.848,3.392,507.482,0
17.4,925.942,0.853,3.412,508.511,0
17.5,927.004,0.858,3.432,509.094,0
17.6,928.175,0.863,3.452,509.737,0
17.7,929.945,0.8685,3.474,510.71,0
17.8,930.677,0.873,3.492,511.111,0
17.9,931.801,0.878,3.512,511.729,0
18,933.603,0.883,3.532,512.718,0
18.1,934.089,0.888,3.552,512.985,0
18.2,935.519,0.893,3.572,513.771,0
18.3,936.867,0.8975,3.59,514.511,0
18.4,937.842,0.902,3.608,515.046,0
18.5,939.27,0.9075,3.63,515.831,0
18.6,940.55,0.912,3.648,516.533,0
18.7,941.673,0.917,3.668,517.15,0
18.8,943.295,0.9225,3.69,518.041,0
18.9,944.434,0.9275,3.71,518.666,0
19,945.543,0.9325,3.73,519.276,0
19.1,947.241,0.9375,3.75,520.208,0
19.2,948.065,0.9425,3.77,520.661,0
19.3,949.331,0.948,3.792,521.356,0
19.4,950.677,0.953,3.812,522.095,0
19.5,951.282,0.9575,3.83,522.427,0
19.6,952.762,0.963,3.852,523.24,0
19.7,953.805,0.9675,3.87,523.813,0
19.8,954.303,0.972,3.888,524.086,0
19.9,956.055,0.9775,3.91,525.049,0
20,957.064,0.982,3.928,525.603,0
20.1,958.084,0.9865,3.946,526.163,0
20.2,959.487,0.992,3.968,526.933,0
20.3,960.407,0.9965,3.986,527.439,0
20.4,961.607,1.0015,4.006,528.098,0
20.5,963.215,1.007,4.028,528.981,0
20.6,964.12,1.012,4.048,529.478,0
20.7,965.529,1.017,4.068,530.252,0
20.8,966.814,1.022,4.088,530.957,0
20.9,967.433,1.027,4.108,531.297,0
21,969.079,1.0325,4.13,532.201,0
21.1,969.837,1.0375,4.15,532.618,0
21.2,970.553,1.042,4.168,533.011,0
21.3,972.228,1.0475,4.19,533.93,0
21.4,972.901,1.052,4.208,534.3,0
21.5,973.57,1.057,4.228,534.668,0
21.6,975.312,1.062,4.248,535.624,0
21.7,975.713,1.0665,4.266,535.844,0
21.8,976.878,1.0715,4.286,536.484,0
21.9,978.537,1.0765,4.306,537.395,0
22,979.096,1.081,4.324,537.702,0
22.1,980.447,1.0865,4.346,538.444,0
22.2,981.589,1.0915,4.366,539.072,0
22.3,982.373,1.0965,4.386,539.502,0
22.4,983.966,1.102,4.408,540.377,0
22.5,984.965,1.1065,4.426,540.926,0
22.6,985.622,1.112,4.448,541.286,0
22.7,987.037,1.117,4.468,542.063,0
22.8,987.512,1.122,4.488,542.324,0
22.9,988.469,1.127,4.508,542.85,0
23,989.982,1.132,4.528,543.681,0
23.1,990.194,1.1365,4.546,543.797,0
23.2,991.201,1.1415,4.566,544.35,0
23.3,992.623,1.146,4.584,545.131,0
23.4,993.058,1.151,4.604,545.37,0
23.5,993.818,1.156,4.624,545.787,0
23.6,995.105,1.161,4.644,546.494,0
23.7,996.118,1.166,4.664,547.05,0
23.8,997.456,1.171,4.684,547.785,0
23.9,998.277,1.176,4.704,548.236,0
24,999.24,1.1815,4.726,548.765,0
24.1,1000.641,1.1865,4.746,549.534,0
24.2,1001.031,1.1915,4.766,549.749,0
24.3,1002.208,1.197,4.788,550.395,0
24.4,1003.312,1.202,4.808,551.001,0
24.5,1003.707,1.2065,4.826,551.218,0
24.6,1004.864,1.212,4.848,551.854,0
24.7,1005.502,1.2165,4.866,552.204,0
24.8,1005.801,1.221,4.884,552.368,0
24.9,1007.275,1.226,4.904,553.178,0
25,1007.941,1.231,4.924,553.543,0
25.1,1008.619,1.2355,4.942,553.916,0
25.2,1009.924,1.2405,4.962,554.632,0
25.3,1010.602,1.2455,4.982,555.005,0
25.4,1011.585,1.2505,5.002,555.545,0
25.5,1013.051,1.256,5.024,556.35,0
25.6,1013.366,1.2605,5.042,556.523,0
25.7,1014.643,1.266,5.064,557.224,0
25.8,1015.58,1.271,5.084,557.739,0
25.9,1016.083,1.276,5.104,558.015,0
26,1017.282,1.2815,5.126,558.674,0
26.1,1017.859,1.286,5.144,558.99,0
26.2,1018.307,1.291,5.164,559.236,0
26.3,1019.615,1.2965,5.186,559.955,0
26.4,1019.933,1.301,5.204,560.129,0
26.5,1020.467,1.306,5.224,560.423,0
26.6,1021.739,1.3105,5.242,561.121,0
26.7,1022.156,1.3155,5.262,561.35,0
26.8,1023.013,1.32,5.28,561.821,0
26.9,1024.246,1.3255,5.302,562.498,0
27,1024.704,1.33,5.32,562.749,0
27.1,1025.898,1.3355,5.342,563.405,0
27.2,1026.764,1.3405,5.362,563.881,0
27.3,1027.283,1.3455,5.382,564.166,0
27.4,1028.624,1.351,5.404,564.902,0
27.5,1029.052,1.356,5.424,565.137,0
27.6,1029.633,1.361,5.444,565.457,0
27.7,1030.798,1.366,5.464,566.096,0
27.8,1031.032,1.371,5.484,566.225,0
27.9,1031.837,1.376,5.504,566.667,0
28,1032.987,1.381,5.524,567.298,0
28.1,1032.913,1.3855,5.542,567.258,0
28.2,1033.786,1.3905,5.562,567.737,0
28.3,1034.704,1.3955,5.582,568.241,0
28.4,1035.128,1.4,5.6,568.474,0
28.5,1036.099,1.4055,5.622,569.007,0
28.6,1037.016,1.41,5.64,569.511,0
28.7,1037.532,1.415,5.66,569.795,0
28.8,1038.701,1.42,5.68,570.436,0
28.9,1039.316,1.4255,5.702,570.774,0
29,1040.119,1.4305,5.722,571.215,0
29.1,1041.087,1.436,5.744,571.747,0
29.2,1041.435,1.4405,5.762,571.938,0
29.3,1042.281,1.446,5.784,572.402,0
29.4,1043.131,1.451,5.804,572.869,0
29.5,1043.121,1.4555,5.822,572.864,0
29.6,1044.246,1.461,5.844,573.481,0
29.7,1044.871,1.4655,5.862,573.825,0
29.8,1045.076,1.4705,5.882,573.938,0
29.9,1046.18,1.4755,5.902,574.543,0
30,1046.796,1.48,5.92,574.882,0
30.1,1047.004,1.485,5.94,574.996,0
30.2,1048.349,1.49,5.96,575.735,0
30.3,1048.82,1.495,5.98,575.994,0
30.4,1049.509,1.5,6,576.372,0
30.5,1050.626,1.5055,6.022,576.986,0
30.6,1051.069,1.51,6.04,577.229,0
30.7,1051.98,1.516,6.064,577.729,0
30.8,1052.628,1.521,6.084,578.085,0
30.9,1052.974,1.526,6.104,578.275,0
31,1054.081,1.5315,6.126,578.883,0
31.1,1054.38,1.536,6.144,579.047,0
31.2,1054.699,1.541,6.164,579.222,0
31.3,1055.857,1.546,6.184,579.858,0
31.4,1055.948,1.551,6.204,579.908,0
31.5,1056.398,1.5555,6.222,580.155,0
31.6,1057.337,1.5605,6.242,580.671,0
31.7,1057.646,1.565,6.26,580.841,0
31.8,1058.28,1.57,6.28,581.189,0
31.9,1059.454,1.575,6.3,581.833,0
32,1059.719,1.58,6.32,581.979,0
32.1,1060.517,1.5855,6.342,582.417,0
32.2,1061.468,1.5905,6.362,582.939,0
32.3,1061.829,1.5955,6.382,583.138,0
32.4,1062.827,1.601,6.404,583.686,0
32.5,1063.251,1.6055,6.422,583.919,0
32.6,1063.474,1.611,6.444,584.041,0
32.7,1064.949,1.616,6.464,584.851,0
32.8,1064.731,1.621,6.484,584.732,0
32.9,1065.32,1.626,6.504,585.055,0
33,1066.285,1.631,6.524,585.585,0
33.1,1066.303,1.6355,6.542,585.595,0
33.2,1066.799,1.6405,6.562,585.867,0
33.3,1067.612,1.6455,6.582,586.314,0
33.4,1067.862,1.65,6.6,586.451,0
33.5,1068.531,1.655,6.62,586.819,0
33.6,1069.517,1.66,6.64,587.36,0
33.7,1069.857,1.665,6.66,587.547,0
33.8,1070.938,1.6705,6.682,588.14,0
33.9,1071.592,1.6755,6.702,588.5,0
34,1071.901,1.6805,6.722,588.669,0
34.1,1072.849,1.686,6.744,589.19,0
34.2,1073.089,1.6905,6.762,589.322,0
34.3,1073.735,1.696,6.784,589.676,0
34.4,1074.476,1.701,6.804,590.084,0
34.5,1074.441,1.706,6.824,590.064,0
34.6,1075.3,1.711,6.844,590.536,0
34.7,1075.762,1.716,6.864,590.79,0
34.8,1075.662,1.7205,6.882,590.735,0
34.9,1076.659,1.726,6.904,591.282,0
35,1077.235,1.7305,6.922,591.598,0
35.1,1077.367,1.735,6.94,591.671,0
35.2,1078.312,1.74,6.96,592.19,0
35.3,1078.728,1.745,6.98,592.419,0
35.4,1079.386,1.75,7,592.78,0
35.5,1080.193,1.7555,7.022,593.223,0
35.6,1080.627,1.7605,7.042,593.461,0
35.7,1081.27,1.766,7.064,593.814,0
35.8,1081.867,1.771,7.084,594.142,0
35.9,1082.189,1.776,7.104,594.319,0
36,1083.037,1.7815,7.126,594.785,0
36.1,1083.224,1.786,7.144,594.887,0
36.2,1083.473,1.791,7.164,595.024,0
36.3,1084.342,1.796,7.184,595.502,0
36.4,1084.408,1.8005,7.202,595.538,0
36.5,1084.648,1.8055,7.222,595.67,0
36.6,1085.552,1.8105,7.242,596.166,0
36.7,1085.504,1.8155,7.262,596.14,0
36.8,1086.076,1.82,7.28,596.454,0
36.9,1087.113,1.8255,7.302,597.023,0
37,1087.434,1.83,7.32,597.2,0
37.1,1088.291,1.8355,7.342,597.67,0
37.2,1088.765,1.8405,7.362,597.931,0
37.3,1089.103,1.8455,7.382,598.116,0
37.4,1090.07,1.851,7.404,598.647,0
37.5,1090.355,1.856,7.424,598.804,0
37.6,1090.456,1.861,7.444,598.859,0
37.7,1091.587,1.8665,7.466,599.48,0
37.8,1091.394,1.871,7.484,599.375,0
37.9,1091.785,1.8765,7.506,599.589,0
38,1092.599,1.8815,7.526,600.036,0
38.1,1092.414,1.886,7.544,599.934,0
38.2,1092.963,1.891,7.564,600.236,0
38.3,1093.616,1.896,7.584,600.595,0
38.4,1093.761,1.9005,7.602,600.674,0
38.5,1094.454,1.9055,7.622,601.055,0
38.6,1095.057,1.9105,7.642,601.386,0
38.7,1095.252,1.9155,7.662,601.493,0
38.8,1096.276,1.9205,7.682,602.056,0
38.9,1096.752,1.9255,7.702,602.317,0
39,1096.989,1.9305,7.722,602.447,0
39.1,1097.916,1.936,7.744,602.956,0
39.2,1097.817,1.941,7.764,602.902,0
39.3,1098.495,1.946,7.784,603.274,0
39.4,1099.107,1.9515,7.806,603.61,0
39.5,1098.778,1.956,7.824,603.43,0
39.6,1099.486,1.9615,7.846,603.818,0
39.7,1100.056,1.966,7.864,604.132,0
39.8,1099.845,1.971,7.884,604.016,0
39.9,1100.533,1.976,7.904,604.393,0
40,1100.941,1.9805,7.922,604.617,0
40.1,1101.065,1.9855,7.942,604.685,0
40.2,1101.947,1.9905,7.962,605.17,0
40.3,1102.078,1.9955,7.982,605.242,0
40.4,1102.591,2.0005,8.002,605.523,0
40.5,1103.28,2.006,8.024,605.902,0
40.6,1103.61,2.0105,8.042,606.083,0
40.7,1104.112,2.016,8.064,606.359,0
40.8,1104.69,2.021,8.084,606.676,0
40.9,1104.605,2.026,8.104,606.629,0
41,1105.635,2.0315,8.126,607.195,0
41.1,1105.723,2.0365,8.146,607.244,0
41.2,1105.657,2.0415,8.166,607.207,0
41.3,1106.563,2.0465,8.186,607.705,0
41.4,1106.368,2.051,8.204,607.598,0
41.5,1106.401,2.056,8.224,607.616,0
41.6,1107.435,2.061,8.244,608.184,0
41.7,1107.423,2.0655,8.262,608.177,0
41.8,1107.852,2.0705,8.282,608.413,0
41.9,1108.609,2.0755,8.302,608.828,0
42,1108.656,2.0805,8.322,608.854,0
42.1,1109.433,2.086,8.344,609.281,0
42.2,1110.056,2.091,8.364,609.623,0
42.3,1110.171,2.096,8.384,609.686,0
42.4,1111.109,2.1015,8.406,610.202,0
42.5,1111.233,2.106,8.424,610.27,0
42.6,1111.147,2.1115,8.446,610.222,0
42.7,1112.07,2.1165,8.466,610.729,0
42.8,1111.742,2.1215,8.486,610.549,0
42.9,1112.244,2.1265,8.506,610.825,0
43,1112.794,2.1315,8.526,611.127,0
43.1,1112.504,2.136,8.544,610.968,0
43.2,1113.032,2.141,8.564,611.257,0
43.3,1113.593,2.146,8.584,611.566,0
43.4,1113.564,2.1505,8.602,611.55,0
43.5,1114.155,2.156,8.624,611.874,0
43.6,1114.69,2.1605,8.642,612.168,0
43.7,1114.865,2.166,8.664,612.264,0
43.8,1115.581,2.171,8.684,612.657,0
43.9,1115.81,2.176,8.704,612.783,0
44,1116.151,2.1815,8.726,612.971,0
44.1,1117.061,2.1865,8.746,613.47,0
44.2,1116.819,2.1915,8.766,613.337,0
44.3,1117.257,2.197,8.788,613.578,0
44.4,1117.826,2.202,8.808,613.89,0
44.5,1117.498,2.2065,8.826,613.711,0
44.6,1118.134,2.212,8.848,614.059,0
44.7,1118.338,2.2165,8.866,614.171,0
44.8,1118.119,2.2215,8.886,614.051,0
44.9,1118.857,2.2265,8.906,614.457,0
45,1118.866,2.231,8.924,614.461,0
45.1,1119.066,2.236,8.944,614.571,0
45.2,1119.895,2.241,8.964,615.027,0
45.3,1120.049,2.246,8.984,615.111,0
45.4,1120.365,2.251,9.004,615.285,0
45.5,1121.1,2.256,9.024,615.688,0
45.6,1121.258,2.261,9.044,615.775,0
45.7,1121.689,2.2665,9.066,616.012,0
45.8,1122.142,2.2715,9.086,616.26,0
45.9,1121.994,2.2765,9.106,616.179,0
46,1122.721,2.282,9.128,616.579,0
46.1,1122.623,2.287,9.148,616.525,0
46.2,1122.601,2.292,9.168,616.513,0
46.3,1123.35,2.297,9.188,616.924,0
46.4,1123.151,2.3015,9.206,616.815,0
46.5,1123.185,2.3065,9.226,616.833,0
46.6,1123.983,2.3115,9.246,617.272,0
46.7,1123.81,2.316,9.264,617.177,0
46.8,1124.194,2.321,9.284,617.388,0
46.9,1124.888,2.326,9.304,617.769,0
47,1125.064,2.331,9.324,617.865,0
47.1,1125.621,2.3365,9.346,618.172,0
47.2,1126.179,2.3415,9.366,618.478,0
47.3,1126.086,2.3465,9.386,618.426,0
47.4,1126.787,2.352,9.408,618.812,0
47.5,1126.779,2.357,9.428,618.807,0
47.6,1126.842,2.362,9.448,618.842,0
47.7,1127.608,2.3675,9.47,619.262,0
47.8,1127.243,2.372,9.488,619.062,0
47.9,1127.47,2.3775,9.51,619.187,0
48,1128.129,2.3825,9.53,619.549,0
48.1,1127.735,2.387,9.548,619.332,0
48.2,1127.938,2.392,9.568,619.444,0
48.3,1128.523,2.3965,9.586,619.765,0
48.4,1128.402,2.4015,9.606,619.699,0
48.5,1128.884,2.4065,9.626,619.963,0
48.6,1129.228,2.4115,9.646,620.152,0
48.7,1129.328,2.4165,9.666,620.207,0
48.8,1130.126,2.4215,9.686,620.645,0
48.9,1130.191,2.4265,9.706,620.681,0
49,1130.331,2.432,9.728,620.758,0
49.1,1131.178,2.437,9.748,621.223,0
49.2,1130.85,2.442,9.768,621.043,0
49.3,1131.2,2.4475,9.79,621.235,0
49.4,1131.729,2.4525,9.81,621.526,0
49.5,1131.234,2.457,9.828,621.254,0
49.6,1131.952,2.4625,9.85,621.648,0
49.7,1131.915,2.467,9.868,621.628,0
49.8,1131.686,2.472,9.888,621.502,0
49.9,1132.537,2.477,9.908,621.97,0
50,1132.41,2.4815,9.926,621.9,0
50.1,1132.386,2.4865,9.946,621.887,0
50.2,1133.133,2.4915,9.966,622.297,0
50.3,1133.225,2.4965,9.986,622.348,0
50.4,1133.389,2.5015,10.006,622.437,0
50.5,1134.201,2.507,10.028,622.883,0
50.6,1134.207,2.512,10.048,622.887,0
50.7,1134.68,2.5175,10.07,623.146,0
50.8,1134.809,2.5225,10.09,623.217,0
50.9,1134.689,2.5275,10.11,623.151,0
51,1135.155,2.533,10.132,623.407,0
51.1,1135.297,2.5375,10.15,623.485,0
51.2,1134.89,2.5425,10.17,623.262,0
51.3,1135.762,2.548,10.192,623.741,0
51.4,1135.346,2.5525,10.21,623.512,0
51.5,1135.429,2.557,10.228,623.558,0
51.6,1135.967,2.562,10.248,623.853,0
51.7,1135.763,2.567,10.268,623.741,0
51.8,1135.974,2.572,10.288,623.857,0
51.9,1136.802,2.577,10.308,624.311,0
52,1136.63,2.5815,10.326,624.217,0
52.1,1137.039,2.587,10.348,624.442,0
52.2,1137.636,2.592,10.368,624.77,0
52.3,1137.543,2.597,10.388,624.719,0
52.4,1138.109,2.6025,10.41,625.029,0
52.5,1137.999,2.607,10.428,624.969,0
52.6,1138.115,2.6125,10.45,625.033,0
52.7,1138.667,2.6175,10.47,625.336,0
52.8,1138.264,2.6225,10.49,625.115,0
52.9,1138.408,2.6275,10.51,625.194,0
53,1138.968,2.6325,10.53,625.501,0
53.1,1138.424,2.637,10.548,625.202,0
53.2,1138.654,2.642,10.568,625.329,0
53.3,1139.123,2.647,10.588,625.586,0
53.4,1139.006,2.6515,10.606,625.522,0
53.5,1139.45,2.6565,10.626,625.766,0
53.6,1139.876,2.6615,10.646,626,0
53.7,1139.646,2.6665,10.666,625.874,0
53.8,1140.502,2.672,10.688,626.343,0
53.9,1140.605,2.677,10.708,626.4,0
54,1140.692,2.682,10.728,626.448,0
54.1,1141.318,2.6875,10.75,626.792,0
54.2,1141.028,2.692,10.768,626.633,0
54.3,1141.236,2.6975,10.79,626.747,0
54.4,1141.544,2.7025,10.81,626.916,0
54.5,1141.118,2.7075,10.83,626.682,0
54.6,1141.62,2.7125,10.85,626.958,0
54.7,1141.639,2.7175,10.87,626.968,0
54.8,1141.328,2.722,10.888,626.798,0
54.9,1141.804,2.727,10.908,627.059,0
55,1141.913,2.732,10.928,627.118,0
55.1,1141.768,2.7365,10.946,627.039,0
55.2,1142.496,2.7415,10.966,627.438,0
55.3,1142.445,2.7465,10.986,627.411,0
55.4,1142.756,2.7515,11.006,627.581,0
55.5,1143.279,2.757,11.028,627.869,0
55.6,1143.056,2.7615,11.046,627.746,0
55.7,1143.409,2.767,11.068,627.94,0
55.8,1143.816,2.772,11.088,628.164,0
55.9,1143.46,2.777,11.108,627.968,0
56,1144.099,2.7825,11.13,628.319,0
56.1,1144.015,2.7875,11.15,628.273,0
56.2,1143.645,2.792,11.168,628.07,0
56.3,1144.26,2.7975,11.19,628.408,0
56.4,1144.027,2.802,11.208,628.279,0
56.5,1143.795,2.807,11.228,628.152,0
56.6,1144.542,2.812,11.248,628.562,0
56.7,1144.207,2.8165,11.266,628.378,0
56.8,1144.446,2.8215,11.286,628.509,0
56.9,1144.876,2.8265,11.306,628.746,0
57,1144.842,2.8315,11.326,628.727,0
57.1,1145.463,2.8365,11.346,629.068,0
57.2,1145.528,2.842,11.368,629.104,0
57.3,1145.581,2.847,11.388,629.133,0
57.4,1146.088,2.852,11.408,629.411,0
57.5,1145.96,2.857,11.428,629.341,0
57.6,1145.858,2.8625,11.45,629.285,0
57.7,1146.376,2.8675,11.47,629.569,0
57.8,1146.044,2.872,11.488,629.387,0
57.9,1145.853,2.8775,11.51,629.282,0
58,1146.502,2.8825,11.53,629.639,0
58.1,1145.949,2.887,11.548,629.335,0
58.2,1146.048,2.892,11.568,629.389,0
58.3,1146.488,2.8965,11.586,629.631,0
58.4,1146.02,2.901,11.604,629.374,0
58.5,1146.429,2.906,11.624,629.599,0
58.6,1146.957,2.911,11.644,629.889,0
58.7,1146.391,2.9155,11.662,629.578,0
58.8,1146.74,2.92,11.68,629.769,0
58.9,1146.532,2.9245,11.698,629.655,0
59,1146.987,2.93,11.72,629.905,0
59.1,1148.047,2.935,11.74,630.487,0
59.2,1147.549,2.94,11.76,630.214,0
59.3,1147.918,2.9455,11.782,630.416,0
