[TYPE]
Mixed CSV
[INFOMATION]
0,시험일자,2024-09-09
1,실무자,이재성
2,의뢰 기관,창원대학교
3,시험 속도,3 mm/min;
4,시편 명칭 / 재질,
5,시편 형상,사각시편
6,지름 [mm],
7,두께 [mm] / 폭 [mm],2.77 / 6.04
8,Gage length [mm],25
9,Area,16.7308
10,기타, / 
[DATA]
TIME - Second,ULM-T10 - kgf,Displacement - mm,Strain - %,Stress - MPa,Temp. - ℃
3.5,289.208,0.167,0.668,169.413,0
3.6,297.085,0.1715,0.686,174.027,0
3.7,305.947,0.177,0.708,179.218,0
3.8,314.815,0.182,0.728,184.413,0
3.9,323.037,0.187,0.748,189.229,0
4,332.241,0.192,0.768,194.621,0
4.1,340.561,0.197,0.788,199.494,0
4.2,348.436,0.202,0.808,204.107,0
4.3,357.269,0.207,0.828,209.282,0
4.4,364.516,0.211,0.844,213.527,0
4.5,370.582,0.2155,0.862,217.08,0
4.6,378.137,0.22,0.88,221.506,0
4.7,384.708,0.224,0.896,225.355,0
4.8,392.402,0.229,0.916,229.862,0
4.9,400.748,0.234,0.936,234.751,0
5,408.002,0.2385,0.954,239,0
5.1,415.962,0.2435,0.974,243.663,0
5.2,424.048,0.248,0.992,248.399,0
5.3,431.313,0.253,1.012,252.655,0
5.4,439.715,0.258,1.032,257.577,0
5.5,447.435,0.263,1.052,262.099,0
5.6,455.153,0.2685,1.074,266.62,0
5.7,463.689,0.2735,1.094,271.62,0
5.8,471.069,0.2785,1.114,275.943,0
5.9,479.19,0.2835,1.134,280.701,0
6,487.04,0.2885,1.154,285.299,0
6.1,493.73,0.2935,1.174,289.218,0
6.2,501.68,0.2985,1.194,293.875,0
6.3,508.953,0.303,1.212,298.136,0
6.4,515.303,0.3075,1.23,301.855,0
6.5,523.095,0.313,1.252,306.42,0
6.6,530.119,0.3175,1.27,310.534,0
6.7,536.557,0.322,1.288,314.305,0
6.8,544.429,0.327,1.308,318.917,0
6.9,551.281,0.332,1.328,322.93,0
7,558.375,0.337,1.348,327.086,0
7.1,566.137,0.342,1.368,331.633,0
7.2,573.073,0.347,1.388,335.696,0
7.3,580.503,0.3525,1.41,340.048,0
7.4,587.672,0.3575,1.43,344.248,0
7.5,594.297,0.3625,1.45,348.128,0
7.6,601.774,0.3675,1.47,352.508,0
7.7,608.301,0.3725,1.49,356.332,0
7.8,614.448,0.3775,1.51,359.932,0
7.9,621.758,0.3825,1.53,364.215,0
8,627.439,0.387,1.548,367.543,0
8.1,633.282,0.392,1.568,370.965,0
8.2,639.759,0.397,1.588,374.759,0
8.3,645.258,0.4015,1.606,377.98,0
8.4,651.217,0.4065,1.626,381.471,0
8.5,657.758,0.4115,1.646,385.302,0
8.6,663.324,0.416,1.664,388.563,0
8.7,669.521,0.4215,1.686,392.193,0
8.8,675.721,0.4265,1.706,395.825,0
8.9,681.38,0.4315,1.726,399.14,0
9,687.641,0.437,1.748,402.807,0
9.1,692.867,0.4415,1.766,405.869,0
9.2,698.229,0.447,1.788,409.01,0
9.3,704.184,0.452,1.808,412.498,0
9.4,708.69,0.4565,1.826,415.138,0
9.5,713.735,0.462,1.848,418.093,0
9.6,718.778,0.4665,1.866,421.047,0
9.7,722.547,0.4715,1.886,423.255,0
9.8,727.226,0.4765,1.906,425.996,0
9.9,731.532,0.481,1.924,428.518,0
10,735.306,0.4855,1.942,430.729,0
10.1,739.542,0.491,1.964,433.21,0
10.2,743.371,0.4955,1.982,435.453,0
10.3,746.839,0.5005,2.002,437.485,0
10.4,750.682,0.506,2.024,439.736,0
10.5,753.857,0.511,2.044,441.596,0
10.6,756.915,0.516,2.064,443.387,0
10.7,760.046,0.521,2.084,445.221,0
10.8,762.088,0.526,2.104,446.417,0
10.9,764.733,0.5315,2.126,447.967,0
11,766.947,0.5365,2.146,449.264,0
11.1,768.408,0.541,2.164,450.12,0
11.2,771.024,0.5465,2.186,451.652,0
11.3,772.534,0.551,2.204,452.536,0
11.4,773.873,0.5555,2.222,453.321,0
11.5,776.114,0.561,2.244,454.633,0
11.6,777.586,0.5655,2.262,455.496,0
11.7,779.117,0.57,2.28,456.393,0
11.8,781.054,0.5755,2.302,457.528,0
11.9,782.524,0.58,2.32,458.389,0
12,784.282,0.5855,2.342,459.418,0
12.1,786.165,0.5905,2.362,460.521,0
12.2,787.339,0.5955,2.382,461.209,0
12.3,789.409,0.601,2.404,462.421,0
12.4,790.962,0.6055,2.422,463.332,0
12.5,792.185,0.6105,2.442,464.047,0
12.6,794.252,0.616,2.464,465.259,0
12.7,795.36,0.621,2.484,465.908,0
12.8,796.703,0.626,2.504,466.694,0
12.9,798.636,0.631,2.524,467.827,0
13,799.816,0.6355,2.542,468.518,0
13.1,801.084,0.6405,2.562,469.261,0
13.2,802.901,0.6455,2.582,470.325,0
13.3,803.979,0.65,2.6,470.956,0
13.4,805.62,0.655,2.62,471.918,0
13.5,807.402,0.66,2.64,472.962,0
13.6,808.598,0.6645,2.658,473.662,0
13.7,810.498,0.67,2.68,474.775,0
13.8,811.856,0.675,2.7,475.57,0
13.9,813.359,0.68,2.72,476.451,0
14,815.187,0.6855,2.742,477.522,0
14.1,816.272,0.6905,2.762,478.158,0
14.2,817.831,0.6955,2.782,479.071,0
14.3,819.69,0.701,2.804,480.159,0
14.4,820.519,0.7055,2.822,480.645,0
14.5,822.205,0.7105,2.842,481.633,0
14.6,823.616,0.7155,2.862,482.459,0
14.7,824.474,0.72,2.88,482.962,0
14.8,826.138,0.725,2.9,483.937,0
14.9,827.716,0.7295,2.918,484.861,0
15,828.837,0.7345,2.938,485.518,0
15.1,830.527,0.7395,2.958,486.508,0
15.2,831.988,0.7445,2.978,487.364,0
15.3,833.209,0.7495,2.998,488.079,0
15.4,835.04,0.7545,3.018,489.151,0
15.5,836.257,0.7595,3.038,489.864,0
15.6,837.682,0.765,3.06,490.699,0
15.7,839.382,0.77,3.08,491.695,0
15.8,840.458,0.775,3.1,492.325,0
15.9,842.057,0.7805,3.122,493.262,0
16,843.58,0.7855,3.142,494.154,0
16.1,844.236,0.79,3.16,494.538,0
16.2,846.123,0.7955,3.182,495.643,0
16.3,847.16,0.8,3.2,496.251,0
16.4,847.936,0.8045,3.218,496.706,0
16.5,849.82,0.8095,3.238,497.809,0
16.6,850.851,0.8145,3.258,498.413,0
16.7,851.993,0.819,3.276,499.082,0
16.8,853.805,0.8245,3.298,500.144,0
16.9,854.811,0.829,3.316,500.733,0
17,856.032,0.8345,3.338,501.448,0
17.1,857.818,0.8395,3.358,502.494,0
17.2,858.638,0.8445,3.378,502.974,0
17.3,860.399,0.85,3.4,504.006,0
17.4,861.666,0.8545,3.418,504.748,0
17.5,862.591,0.8595,3.438,505.29,0
17.6,864.39,0.865,3.46,506.344,0
17.7,865.171,0.8695,3.478,506.801,0
17.8,866.408,0.875,3.5,507.526,0
17.9,867.951,0.88,3.52,508.43,0
18,868.454,0.8845,3.538,508.725,0
18.1,869.754,0.8895,3.558,509.486,0
18.2,871.262,0.894,3.576,510.37,0
18.3,872.137,0.899,3.596,510.882,0
18.4,873.388,0.904,3.616,511.615,0
18.5,874.757,0.909,3.636,512.417,0
18.6,875.782,0.9135,3.654,513.017,0
18.7,877.472,0.919,3.676,514.007,0
18.8,878.554,0.924,3.696,514.641,0
18.9,879.604,0.929,3.716,515.256,0
19,881.152,0.9345,3.738,516.163,0
19.1,882.051,0.9395,3.758,516.69,0
19.2,883.099,0.9445,3.778,517.304,0
19.3,884.693,0.9495,3.798,518.237,0
19.4,885.253,0.9545,3.818,518.565,0
19.5,886.612,0.9595,3.838,519.361,0
19.6,887.905,0.9645,3.858,520.119,0
19.7,888.407,0.969,3.876,520.413,0
19.8,889.881,0.974,3.896,521.276,0
19.9,890.996,0.9785,3.914,521.929,0
20,891.688,0.9835,3.934,522.334,0
20.1,893.019,0.9885,3.954,523.114,0
20.2,894.159,0.9935,3.974,523.782,0
20.3,895.268,0.9985,3.994,524.432,0
20.4,896.83,1.0035,4.014,525.347,0
20.5,897.54,1.0085,4.034,525.763,0
20.6,898.759,1.014,4.056,526.477,0
20.7,900.157,1.019,4.076,527.296,0
20.8,900.88,1.024,4.096,527.719,0
20.9,902.072,1.0295,4.118,528.418,0
21,903.188,1.034,4.136,529.071,0
21.1,903.768,1.039,4.156,529.411,0
21.2,905.236,1.044,4.176,530.271,0
21.3,906.005,1.049,4.196,530.721,0
21.4,906.612,1.0535,4.214,531.077,0
21.5,908.144,1.0585,4.234,531.974,0
21.6,908.866,1.063,4.252,532.397,0
21.7,909.764,1.068,4.272,532.923,0
21.8,911.261,1.073,4.292,533.8,0
21.9,911.985,1.078,4.312,534.224,0
22,913.231,1.083,4.332,534.954,0
22.1,914.281,1.088,4.352,535.569,0
22.2,915.204,1.0935,4.374,536.11,0
22.3,916.511,1.0985,4.394,536.875,0
22.4,917.419,1.1035,4.414,537.407,0
22.5,917.914,1.1085,4.434,537.698,0
22.6,919.459,1.114,4.456,538.603,0
22.7,920.002,1.1185,4.474,538.921,0
22.8,920.866,1.1235,4.494,539.427,0
22.9,922.356,1.129,4.516,540.3,0
23,922.63,1.1335,4.534,540.46,0
23.1,923.587,1.1385,4.554,541.021,0
23.2,924.66,1.143,4.572,541.649,0
23.3,925.206,1.1475,4.59,541.969,0
23.4,926.369,1.1525,4.61,542.65,0
23.5,927.477,1.1575,4.63,543.299,0
23.6,928.183,1.1625,4.65,543.713,0
23.7,929.506,1.1675,4.67,544.488,0
23.8,930.477,1.1725,4.69,545.056,0
23.9,931.212,1.178,4.712,545.487,0
24,932.462,1.183,4.732,546.219,0
24.1,933.018,1.188,4.752,546.545,0
24.2,933.867,1.1935,4.774,547.042,0
24.3,935.167,1.1985,4.794,547.804,0
24.4,935.333,1.203,4.812,547.901,0
24.5,936.47,1.2085,4.834,548.567,0
24.6,937.573,1.213,4.852,549.213,0
24.7,937.739,1.2175,4.87,549.311,0
24.8,938.9,1.223,4.892,549.991,0
24.9,939.931,1.2275,4.91,550.594,0
25,940.31,1.232,4.928,550.816,0
25.1,941.459,1.2375,4.95,551.49,0
25.2,942.277,1.242,4.968,551.969,0
25.3,943.173,1.247,4.988,552.494,0
25.4,944.386,1.2525,5.01,553.204,0
25.5,944.704,1.2575,5.03,553.39,0
25.6,945.461,1.2625,5.05,553.834,0
25.7,946.732,1.2675,5.07,554.578,0
25.8,947.226,1.2725,5.09,554.868,0
25.9,948.289,1.278,5.112,555.49,0
26,949.233,1.283,5.132,556.044,0
26.1,949.498,1.2875,5.15,556.199,0
26.2,950.786,1.293,5.172,556.953,0
26.3,951.37,1.2975,5.19,557.295,0
26.4,951.597,1.302,5.208,557.429,0
26.5,952.682,1.307,5.228,558.064,0
26.6,953.306,1.3115,5.246,558.429,0
26.7,953.755,1.3165,5.266,558.692,0
26.8,955.032,1.3215,5.286,559.441,0
26.9,955.392,1.3255,5.302,559.652,0
27,956.087,1.3305,5.322,560.058,0
27.1,957.077,1.3355,5.342,560.639,0
27.2,957.74,1.34,5.36,561.027,0
27.3,959.025,1.3455,5.382,561.779,0
27.4,959.529,1.3505,5.402,562.075,0
27.5,960.205,1.3555,5.422,562.47,0
27.6,961.533,1.361,5.444,563.249,0
27.7,961.774,1.3655,5.462,563.39,0
27.8,962.306,1.3705,5.482,563.701,0
27.9,963.624,1.3755,5.502,564.474,0
28,963.526,1.38,5.52,564.416,0
28.1,964.254,1.385,5.54,564.842,0
28.2,965.314,1.39,5.56,565.464,0
28.3,965.676,1.3945,5.578,565.675,0
28.4,966.545,1.3995,5.598,566.185,0
28.5,967.522,1.4045,5.618,566.757,0
28.6,967.919,1.4095,5.638,566.989,0
28.7,968.787,1.415,5.66,567.498,0
28.8,969.647,1.4195,5.678,568.002,0
28.9,970.244,1.425,5.7,568.351,0
29,971.235,1.4305,5.722,568.932,0
29.1,971.697,1.435,5.74,569.203,0
29.2,972.295,1.4405,5.762,569.553,0
29.3,973.439,1.4455,5.782,570.223,0
29.4,973.552,1.4505,5.802,570.289,0
29.5,974.25,1.4555,5.822,570.698,0
29.6,975.002,1.4605,5.842,571.139,0
29.7,975.118,1.465,5.86,571.207,0
29.8,975.977,1.47,5.88,571.709,0
29.9,976.812,1.475,5.9,572.199,0
30,977.042,1.4795,5.918,572.334,0
30.1,977.997,1.4845,5.938,572.893,0
30.2,978.728,1.4895,5.958,573.321,0
30.3,979.1,1.4945,5.978,573.539,0
30.4,980.192,1.4995,5.998,574.179,0
30.5,980.622,1.5045,6.018,574.431,0
30.6,981.179,1.51,6.04,574.757,0
30.7,982.24,1.515,6.06,575.378,0
30.8,982.44,1.52,6.08,575.495,0
30.9,983.287,1.5255,6.102,575.991,0
31,983.973,1.53,6.12,576.394,0
31.1,983.962,1.535,6.14,576.387,0
31.2,985.094,1.5405,6.162,577.05,0
31.3,985.469,1.545,6.18,577.27,0
31.4,985.581,1.5495,6.198,577.335,0
31.5,986.709,1.5545,6.218,577.996,0
31.6,986.821,1.5595,6.238,578.062,0
31.7,987.337,1.564,6.256,578.364,0
31.8,988.393,1.5695,6.278,578.982,0
31.9,988.715,1.574,6.296,579.172,0
32,989.448,1.5795,6.318,579.601,0
32.1,990.409,1.5845,6.338,580.164,0
32.2,990.638,1.5895,6.358,580.298,0
32.3,991.609,1.595,6.38,580.866,0
32.4,992.123,1.6,6.4,581.167,0
32.5,992.311,1.605,6.42,581.278,0
32.6,993.459,1.6105,6.442,581.95,0
32.7,993.601,1.615,6.46,582.034,0
32.8,993.868,1.62,6.48,582.19,0
32.9,994.739,1.6255,6.502,582.7,0
33,994.671,1.6295,6.518,582.66,0
33.1,995.242,1.6345,6.538,582.995,0
33.2,996.017,1.6395,6.558,583.448,0
33.3,996.245,1.644,6.576,583.583,0
33.4,996.858,1.6495,6.598,583.942,0
33.5,997.683,1.654,6.616,584.424,0
33.6,997.952,1.659,6.636,584.582,0
33.7,998.851,1.6645,6.658,585.109,0
33.8,999.464,1.6695,6.678,585.468,0
33.9,999.695,1.6745,6.698,585.603,0
34,1000.676,1.6795,6.718,586.178,0
34.1,1000.869,1.6845,6.738,586.291,0
34.2,1001.274,1.69,6.76,586.528,0
34.3,1002.164,1.695,6.78,587.05,0
34.4,1001.958,1.6995,6.798,586.929,0
34.5,1002.764,1.705,6.82,587.401,0
34.6,1003.439,1.7095,6.838,587.796,0
34.7,1003.284,1.7145,6.858,587.706,0
34.8,1004.122,1.7195,6.878,588.197,0
34.9,1004.601,1.724,6.896,588.477,0
35,1004.599,1.729,6.916,588.476,0
35.1,1005.572,1.734,6.936,589.046,0
35.2,1005.905,1.739,6.956,589.241,0
35.3,1006.41,1.744,6.976,589.537,0
35.4,1007.446,1.7495,6.998,590.143,0
35.5,1007.646,1.754,7.016,590.261,0
35.6,1008.147,1.7595,7.038,590.554,0
35.7,1008.932,1.7645,7.058,591.014,0
35.8,1008.929,1.7695,7.078,591.012,0
35.9,1009.682,1.775,7.1,591.454,0
36,1010.047,1.78,7.12,591.667,0
36.1,1009.986,1.7845,7.138,591.632,0
36.2,1010.75,1.79,7.16,592.079,0
36.3,1010.939,1.7945,7.178,592.19,0
36.4,1010.943,1.7995,7.198,592.192,0
36.5,1011.891,1.8045,7.218,592.748,0
36.6,1012.086,1.809,7.236,592.862,0
36.7,1012.338,1.814,7.256,593.009,0
36.8,1013.15,1.819,7.276,593.485,0
36.9,1013.325,1.8235,7.294,593.587,0
37,1013.995,1.829,7.316,593.98,0
37.1,1014.721,1.834,7.336,594.405,0
37.2,1014.874,1.839,7.356,594.495,0
37.3,1015.47,1.8445,7.378,594.844,0
37.4,1015.953,1.8495,7.398,595.127,0
37.5,1015.968,1.8545,7.418,595.135,0
37.6,1016.947,1.8595,7.438,595.709,0
37.7,1016.832,1.8645,7.458,595.642,0
37.8,1017.155,1.8695,7.478,595.831,0
37.9,1017.89,1.8745,7.498,596.262,0
38,1017.833,1.8795,7.518,596.228,0
38.1,1017.985,1.884,7.536,596.317,0
38.2,1018.571,1.889,7.556,596.66,0
38.3,1018.808,1.8935,7.574,596.8,0
38.4,1019.195,1.899,7.596,597.026,0
38.5,1019.949,1.9035,7.614,597.468,0
38.6,1020.108,1.9085,7.634,597.561,0
38.7,1020.951,1.914,7.656,598.055,0
38.8,1021.351,1.919,7.676,598.289,0
38.9,1021.6,1.924,7.696,598.435,0
39,1022.38,1.9295,7.718,598.891,0
39.1,1022.282,1.9345,7.738,598.834,0
39.2,1022.657,1.9395,7.758,599.054,0
39.3,1023.336,1.945,7.78,599.452,0
39.4,1023.108,1.9495,7.798,599.318,0
39.5,1023.573,1.955,7.82,599.59,0
39.6,1024.2,1.9595,7.838,599.958,0
39.7,1023.811,1.964,7.856,599.73,0
39.8,1024.545,1.9695,7.878,600.16,0
39.9,1025.009,1.974,7.896,600.432,0
40,1024.975,1.9785,7.914,600.412,0
40.1,1025.494,1.984,7.936,600.716,0
40.2,1025.907,1.9885,7.954,600.958,0
40.3,1026.056,1.9935,7.974,601.045,0
40.4,1027.082,1.999,7.996,601.646,0
40.5,1027.032,2.004,8.016,601.616,0
40.6,1027.434,2.0095,8.038,601.852,0
40.7,1028.043,2.0145,8.058,602.209,0
40.8,1028.108,2.0195,8.078,602.247,0
40.9,1028.523,2.025,8.1,602.49,0
41,1028.924,2.0295,8.118,602.725,0
41.1,1028.793,2.0345,8.138,602.648,0
41.2,1029.458,2.0395,8.158,603.038,0
41.3,1029.516,2.0445,8.178,603.072,0
41.4,1029.338,2.049,8.196,602.968,0
41.5,1030.229,2.054,8.216,603.489,0
41.6,1030.165,2.059,8.236,603.452,0
41.7,1030.364,2.0635,8.254,603.568,0
41.8,1031.106,2.069,8.276,604.003,0
41.9,1031.183,2.0735,8.294,604.048,0
42,1031.712,2.079,8.316,604.358,0
42.1,1032.175,2.084,8.336,604.629,0
42.2,1032.171,2.089,8.356,604.627,0
42.3,1033.048,2.0945,8.378,605.141,0
42.4,1033.307,2.0995,8.398,605.293,0
42.5,1033.242,2.1045,8.418,605.254,0
42.6,1033.939,2.11,8.44,605.663,0
42.7,1033.705,2.1145,8.458,605.526,0
42.8,1033.724,2.1195,8.478,605.537,0
42.9,1034.399,2.1245,8.498,605.932,0
43,1034.098,2.129,8.516,605.756,0
43.1,1034.301,2.134,8.536,605.875,0
43.2,1034.923,2.139,8.556,606.239,0
43.3,1034.746,2.1435,8.574,606.135,0
43.4,1035.226,2.1485,8.594,606.417,0
43.5,1035.823,2.1535,8.614,606.766,0
43.6,1035.71,2.1585,8.634,606.7,0
43.7,1036.379,2.1635,8.654,607.092,0
43.8,1036.789,2.1685,8.674,607.332,0
43.9,1037.031,2.174,8.696,607.474,0
44,1037.629,2.1795,8.718,607.824,0
44.1,1037.514,2.184,8.736,607.757,0
44.2,1037.549,2.1895,8.758,607.777,0
44.3,1038.209,2.1945,8.778,608.164,0
44.4,1037.928,2.199,8.796,607.999,0
44.5,1038.26,2.2045,8.818,608.194,0
44.6,1038.699,2.209,8.836,608.451,0
44.7,1038.443,2.214,8.856,608.301,0
44.8,1038.845,2.219,8.876,608.536,0
44.9,1038.913,2.2235,8.894,608.577,0
45,1038.997,2.2285,8.914,608.626,0
45.1,1039.584,2.2335,8.934,608.969,0
45.2,1039.788,2.2385,8.954,609.089,0
45.3,1040.229,2.2435,8.974,609.348,0
45.4,1040.781,2.2485,8.994,609.671,0
45.5,1040.96,2.2535,9.014,609.775,0
45.6,1041.156,2.259,9.036,609.89,0
45.7,1041.757,2.264,9.056,610.242,0
45.8,1041.375,2.269,9.076,610.019,0
45.9,1041.9,2.2745,9.098,610.326,0
46,1042.167,2.2795,9.118,610.482,0
46.1,1041.672,2.284,9.136,610.192,0
46.2,1042.505,2.2895,9.158,610.68,0
46.3,1042.392,2.294,9.176,610.614,0
46.4,1042.103,2.299,9.196,610.445,0
46.5,1042.737,2.304,9.216,610.817,0
46.6,1042.877,2.3085,9.234,610.899,0
46.7,1042.93,2.3135,9.254,610.929,0
46.8,1043.652,2.3185,9.274,611.352,0
46.9,1043.642,2.3235,9.294,611.346,0
47,1043.938,2.3285,9.314,611.52,0
47.1,1044.462,2.3335,9.334,611.827,0
47.2,1044.381,2.3385,9.354,611.779,0
47.3,1044.941,2.344,9.376,612.108,0
47.4,1045.124,2.349,9.396,612.215,0
47.5,1044.895,2.354,9.416,612.081,0
47.6,1045.474,2.3595,9.438,612.42,0
47.7,1045.442,2.364,9.456,612.401,0
47.8,1045.131,2.3695,9.478,612.219,0
47.9,1045.994,2.3745,9.498,612.725,0
48,1045.459,2.379,9.516,612.411,0
48.1,1045.668,2.384,9.536,612.533,0
48.2,1046.253,2.389,9.556,612.876,0
48.3,1046.18,2.3935,9.574,612.833,0
48.4,1046.356,2.3985,9.594,612.936,0
48.5,1046.775,2.4035,9.614,613.182,0
48.6,1046.758,2.4085,9.634,613.172,0
48.7,1047.362,2.4135,9.654,613.526,0
48.8,1047.574,2.419,9.676,613.65,0
48.9,1047.609,2.424,9.696,613.671,0
49,1048.201,2.4295,9.718,614.017,0
49.1,1048.073,2.434,9.736,613.942,0
49.2,1048.25,2.4395,9.758,614.046,0
49.3,1048.76,2.4445,9.778,614.345,0
49.4,1048.116,2.4495,9.798,613.967,0
49.5,1048.49,2.4545,9.818,614.186,0
49.6,1048.739,2.4595,9.838,614.332,0
49.7,1048.285,2.464,9.856,614.066,0
49.8,1048.826,2.469,9.876,614.384,0
49.9,1048.935,2.4735,9.894,614.447,0
50,1048.898,2.4785,9.914,614.425,0
50.1,1049.443,2.4835,9.934,614.745,0
50.2,1049.507,2.4885,9.954,614.782,0
50.3,1049.623,2.4935,9.974,614.85,0
50.4,1050.28,2.499,9.996,615.235,0
50.5,1050.224,2.5035,10.014,615.202,0
50.6,1050.237,2.509,10.036,615.21,0
50.7,1050.68,2.514,10.056,615.469,0
50.8,1050.46,2.519,10.076,615.34,0
50.9,1050.808,2.5245,10.098,615.544,0
51,1051.028,2.5295,10.118,615.673,0
51.1,1050.633,2.534,10.136,615.442,0
51.2,1051.278,2.5395,10.158,615.82,0
51.3,1051.118,2.544,10.176,615.726,0
51.4,1050.898,2.549,10.196,615.597,0
51.5,1051.462,2.554,10.216,615.927,0
51.6,1051.247,2.5585,10.234,615.801,0
51.7,1051.341,2.5635,10.254,615.856,0
51.8,1051.961,2.5685,10.274,616.22,0
51.9,1051.897,2.5735,10.294,616.182,0
52,1052.12,2.579,10.316,616.313,0
52.1,1052.6,2.584,10.336,616.594,0
52.2,1052.538,2.589,10.356,616.558,0
52.3,1052.93,2.5945,10.378,616.788,0
52.4,1052.915,2.5995,10.398,616.779,0
52.5,1052.612,2.6045,10.418,616.601,0
52.6,1053.271,2.61,10.44,616.987,0
52.7,1052.927,2.6145,10.458,616.785,0
52.8,1052.797,2.6195,10.478,616.709,0
52.9,1053.458,2.625,10.5,617.097,0
53,1053.036,2.6295,10.518,616.849,0
53.1,1053.036,2.6345,10.538,616.849,0
53.2,1053.421,2.639,10.556,617.075,0
53.3,1053.223,2.644,10.576,616.959,0
53.4,1053.322,2.649,10.596,617.017,0
53.5,1053.89,2.6535,10.614,617.35,0
53.6,1053.831,2.6585,10.634,617.315,0
53.7,1054.195,2.664,10.656,617.528,0
53.8,1054.335,2.669,10.676,617.61,0
53.9,1054.447,2.674,10.696,617.676,0
54,1054.917,2.6795,10.718,617.951,0
54.1,1054.758,2.6845,10.738,617.858,0
54.2,1054.735,2.6895,10.758,617.845,0
54.3,1055.171,2.695,10.78,618.1,0
54.4,1054.56,2.6995,10.798,617.742,0
54.5,1054.832,2.705,10.82,617.901,0
54.6,1054.994,2.7095,10.838,617.997,0
54.7,1054.704,2.714,10.856,617.827,0
54.8,1055.049,2.7195,10.878,618.029,0
54.9,1055.305,2.724,10.896,618.178,0
55,1054.907,2.729,10.916,617.945,0
55.1,1055.351,2.734,10.936,618.205,0
55.2,1055.433,2.739,10.956,618.254,0
55.3,1055.565,2.744,10.976,618.331,0
55.4,1056.136,2.7495,10.998,618.666,0
55.5,1055.939,2.7545,11.018,618.55,0
55.6,1056.144,2.7595,11.038,618.67,0
55.7,1056.432,2.765,11.06,618.839,0
55.8,1056.079,2.7695,11.078,618.632,0
55.9,1056.398,2.7755,11.102,618.819,0
56,1056.48,2.78,11.12,618.867,0
56.1,1055.983,2.785,11.14,618.575,0
56.2,1056.513,2.7905,11.162,618.886,0
56.3,1056.026,2.795,11.18,618.601,0
56.4,1055.791,2.7995,11.198,618.463,0
56.5,1056.435,2.8045,11.218,618.841,0
56.6,1056.35,2.8095,11.238,618.791,0
56.7,1056.268,2.814,11.256,618.743,0
56.8,1056.699,2.8195,11.278,618.995,0
56.9,1056.738,2.824,11.296,619.018,0
57,1056.933,2.8295,11.318,619.132,0
57.1,1057.318,2.8345,11.338,619.358,0
57.2,1057.032,2.8395,11.358,619.19,0
57.3,1057.419,2.845,11.38,619.417,0
57.4,1057.589,2.8495,11.398,619.516,0
57.5,1057.166,2.855,11.42,619.269,0
57.6,1057.507,2.86,11.44,619.469,0
57.7,1057.312,2.865,11.46,619.354,0
57.8,1057.031,2.87,11.48,619.19,0
57.9,1057.55,2.875,11.5,619.494,0
58,1057.086,2.8795,11.518,619.222,0
58.1,1056.912,2.8845,11.538,619.12,0
58.2,1057.479,2.8895,11.558,619.452,0
58.3,1057.135,2.894,11.576,619.25,0
58.4,1057.349,2.8995,11.598,619.376,0
58.5,1057.828,2.904,11.616,619.656,0
58.6,1057.544,2.909,11.636,619.49,0
58.7,1058.008,2.9145,11.658,619.762,0
58.8,1057.981,2.9195,11.678,619.746,0
58.9,1057.764,2.9245,11.698,619.619,0
59,1058.402,2.93,11.72,619.993,0
59.1,1058.073,2.935,11.74,619.8,0
59.2,1057.989,2.9405,11.762,619.751,0
59.3,1058.461,2.9455,11.782,620.027,0
59.4,1057.85,2.95,11.8,619.669,0
