[TYPE]
Mixed CSV
[INFOMATION]
0,시험일자,2024-09-09
1,실무자,이재성
2,의뢰 기관,창원대학교
3,시험 속도,3 mm/min;
4,시편 명칭 / 재질,
5,시편 형상,사각시편
6,지름 [mm],
7,두께 [mm] / 폭 [mm],2.75 / 6.05
8,Gage length [mm],25
9,Area,16.6375
10,기타, / 
[DATA]
TIME - Second,ULM-T10 - kgf,Displacement - mm,Strain - %,Stress - MPa,Temp. - ℃
8.9,697.924,0.4345,1.738,411.124,0
9,703.145,0.4395,1.758,414.199,0
9.1,708.594,0.4445,1.778,417.409,0
9.2,713.064,0.449,1.796,420.042,0
9.3,717.766,0.454,1.816,422.812,0
9.4,722.752,0.459,1.836,425.749,0
9.5,726.754,0.4635,1.854,428.106,0
9.6,731.333,0.4685,1.874,430.804,0
9.7,735.991,0.4735,1.894,433.548,0
9.8,740.054,0.4785,1.914,435.941,0
9.9,744.587,0.4835,1.934,438.612,0
10,748.465,0.4885,1.954,440.896,0
10.1,752.116,0.4935,1.974,443.047,0
10.2,756.398,0.499,1.996,445.569,0
10.3,759.395,0.5035,2.014,447.334,0
10.4,762.802,0.509,2.036,449.341,0
10.5,766.422,0.514,2.056,451.474,0
10.6,768.835,0.5185,2.074,452.895,0
10.7,771.857,0.524,2.096,454.675,0
10.8,774.484,0.5285,2.114,456.223,0
10.9,776.393,0.533,2.132,457.347,0
11,779.332,0.5385,2.154,459.079,0
11.1,781.684,0.543,2.172,460.464,0
11.2,783.726,0.5475,2.19,461.667,0
11.3,786.324,0.553,2.212,463.198,0
11.4,788.488,0.5575,2.23,464.472,0
11.5,790.412,0.5625,2.25,465.606,0
11.6,792.893,0.568,2.272,467.067,0
11.7,794.806,0.5725,2.29,468.194,0
11.8,796.274,0.577,2.308,469.058,0
11.9,797.856,0.582,2.328,469.99,0
12,799.478,0.5865,2.346,470.946,0
12.1,801.66,0.5915,2.366,472.231,0
12.2,803.755,0.596,2.384,473.465,0
12.3,805.186,0.601,2.404,474.308,0
12.4,807.294,0.6065,2.426,475.55,0
12.5,808.391,0.611,2.444,476.196,0
12.6,809.857,0.6155,2.462,477.06,0
12.7,812.082,0.621,2.484,478.371,0
12.8,813.114,0.625,2.5,478.978,0
12.9,814.457,0.63,2.52,479.77,0
13,816.369,0.635,2.54,480.896,0
13.1,817.626,0.64,2.56,481.636,0
13.2,819.334,0.645,2.58,482.643,0
13.3,821.223,0.6505,2.602,483.755,0
13.4,822.578,0.6555,2.622,484.553,0
13.5,824.387,0.661,2.644,485.619,0
13.6,825.555,0.6655,2.662,486.307,0
13.7,826.753,0.671,2.684,487.013,0
13.8,828.546,0.676,2.704,488.069,0
13.9,829.478,0.6805,2.722,488.618,0
14,831.007,0.686,2.744,489.519,0
14.1,832.581,0.691,2.764,490.446,0
14.2,833.219,0.6955,2.782,490.822,0
14.3,834.687,0.7005,2.802,491.687,0
14.4,836.21,0.705,2.82,492.583,0
14.5,837.095,0.71,2.84,493.105,0
14.6,838.624,0.715,2.86,494.006,0
14.7,840.242,0.7195,2.878,494.959,0
14.8,841.172,0.7245,2.898,495.506,0
14.9,842.886,0.73,2.92,496.516,0
15,844.051,0.735,2.94,497.203,0
15.1,845.251,0.74,2.96,497.909,0
15.2,846.838,0.7455,2.982,498.844,0
15.3,847.831,0.75,3,499.429,0
15.4,849.105,0.7555,3.022,500.179,0
15.5,850.627,0.7605,3.042,501.076,0
15.6,851.221,0.765,3.06,501.426,0
15.7,852.856,0.7705,3.082,502.389,0
15.8,853.983,0.775,3.1,503.053,0
15.9,854.719,0.78,3.12,503.486,0
16,856.316,0.785,3.14,504.427,0
16.1,857.248,0.7895,3.158,504.976,0
16.2,858.281,0.7945,3.178,505.585,0
16.3,859.752,0.7995,3.198,506.451,0
16.4,860.74,0.8045,3.218,507.034,0
16.5,861.98,0.8095,3.238,507.764,0
16.6,863.421,0.8145,3.258,508.613,0
16.7,864.353,0.8195,3.278,509.162,0
16.8,865.801,0.825,3.3,510.015,0
16.9,867.081,0.83,3.32,510.769,0
17,867.784,0.835,3.34,511.183,0
17.1,869.259,0.8405,3.362,512.051,0
17.2,870.17,0.845,3.38,512.589,0
17.3,870.99,0.85,3.4,513.071,0
17.4,872.592,0.855,3.42,514.015,0
17.5,873.249,0.8595,3.438,514.402,0
17.6,874.117,0.8645,3.458,514.913,0
17.7,875.725,0.8695,3.478,515.861,0
17.8,876.49,0.874,3.496,516.311,0
17.9,877.474,0.879,3.516,516.891,0
18,878.726,0.884,3.536,517.629,0
18.1,879.586,0.889,3.556,518.135,0
18.2,880.945,0.894,3.576,518.936,0
18.3,882.075,0.899,3.596,519.601,0
18.4,882.928,0.904,3.616,520.104,0
18.5,884.364,0.9095,3.638,520.949,0
18.6,885.272,0.9145,3.658,521.484,0
18.7,886.074,0.9195,3.678,521.957,0
18.8,887.485,0.925,3.7,522.788,0
18.9,888.163,0.9295,3.718,523.187,0
19,889.166,0.935,3.74,523.778,0
19.1,890.456,0.9395,3.758,524.538,0
19.2,890.887,0.944,3.776,524.792,0
19.3,892.053,0.949,3.796,525.479,0
19.4,893.211,0.954,3.816,526.161,0
19.5,893.858,0.959,3.836,526.542,0
19.6,895.101,0.964,3.856,527.274,0
19.7,896.141,0.969,3.876,527.887,0
19.8,897.13,0.9735,3.894,528.47,0
19.9,898.542,0.979,3.916,529.302,0
20,899.253,0.984,3.936,529.72,0
20.1,900.365,0.989,3.956,530.375,0
20.2,901.623,0.9945,3.978,531.116,0
20.3,901.977,0.9995,3.998,531.325,0
20.4,903.311,1.0045,4.018,532.11,0
20.5,904.383,1.0095,4.038,532.742,0
20.6,904.707,1.0145,4.058,532.933,0
20.7,906.001,1.0195,4.078,533.695,0
20.8,907.031,1.0245,4.098,534.302,0
20.9,907.262,1.029,4.116,534.438,0
21,908.707,1.034,4.136,535.289,0
21.1,909.3,1.039,4.156,535.638,0
21.2,910.045,1.0435,4.174,536.077,0
21.3,911.466,1.0485,4.194,536.915,0
21.4,911.964,1.0535,4.214,537.208,0
21.5,913.084,1.0585,4.234,537.867,0
21.6,914.444,1.0635,4.254,538.669,0
21.7,915.057,1.0685,4.274,539.03,0
21.8,916.149,1.074,4.296,539.673,0
21.9,917.124,1.079,4.316,540.247,0
22,917.729,1.084,4.336,540.604,0
22.1,918.964,1.0895,4.358,541.331,0
22.2,919.612,1.094,4.376,541.713,0
22.3,920.105,1.099,4.396,542.003,0
22.4,921.557,1.1045,4.418,542.859,0
22.5,921.896,1.109,4.436,543.058,0
22.6,922.452,1.1135,4.454,543.386,0
22.7,923.807,1.119,4.476,544.184,0
22.8,924.309,1.1235,4.494,544.48,0
22.9,925.203,1.1285,4.514,545.006,0
23,926.208,1.1335,4.534,545.598,0
23.1,927.056,1.138,4.552,546.098,0
23.2,928.04,1.1435,4.574,546.678,0
23.3,928.978,1.1485,4.594,547.23,0
23.4,929.717,1.1535,4.614,547.666,0
23.5,930.896,1.159,4.636,548.36,0
23.6,931.479,1.164,4.656,548.703,0
23.7,932.042,1.169,4.676,549.035,0
23.8,933.441,1.1745,4.698,549.859,0
23.9,933.748,1.179,4.716,550.04,0
24,934.556,1.184,4.736,550.516,0
24.1,935.519,1.189,4.756,551.083,0
24.2,935.729,1.1935,4.774,551.207,0
24.3,936.582,1.1985,4.794,551.709,0
24.4,937.655,1.2035,4.814,552.342,0
24.5,937.81,1.208,4.832,552.433,0
24.6,938.924,1.213,4.852,553.089,0
24.7,939.942,1.218,4.872,553.689,0
24.8,940.565,1.223,4.892,554.056,0
24.9,941.692,1.228,4.912,554.719,0
25,942.257,1.233,4.932,555.053,0
25.1,943.079,1.2385,4.954,555.537,0
25.2,944.291,1.2435,4.974,556.251,0
25.3,944.56,1.2485,4.994,556.409,0
25.4,945.628,1.254,5.016,557.038,0
25.5,946.505,1.259,5.036,557.555,0
25.6,946.648,1.2635,5.054,557.639,0
25.7,947.567,1.269,5.076,558.18,0
25.8,948.323,1.2735,5.094,558.625,0
25.9,948.548,1.278,5.112,558.758,0
26,949.655,1.283,5.132,559.41,0
26.1,950.196,1.288,5.152,559.729,0
26.2,950.59,1.2925,5.17,559.961,0
26.3,951.833,1.298,5.192,560.693,0
26.4,952.264,1.3025,5.21,560.947,0
26.5,953.171,1.3075,5.23,561.481,0
26.6,954.253,1.313,5.252,562.119,0
26.7,954.637,1.318,5.272,562.345,0
26.8,955.538,1.323,5.292,562.876,0
26.9,956.326,1.328,5.312,563.34,0
27,956.752,1.333,5.332,563.591,0
27.1,957.67,1.3385,5.354,564.132,0
27.2,958.209,1.3435,5.374,564.449,0
27.3,958.442,1.3485,5.394,564.586,0
27.4,959.914,1.3535,5.414,565.454,0
27.5,959.979,1.358,5.432,565.492,0
27.6,960.343,1.363,5.452,565.706,0
27.7,961.462,1.368,5.472,566.365,0
27.8,961.709,1.3725,5.49,566.511,0
27.9,962.527,1.3775,5.51,566.993,0
28,963.162,1.3825,5.53,567.367,0
28.1,963.714,1.387,5.548,567.692,0
28.2,964.616,1.3925,5.57,568.224,0
28.3,965.402,1.3975,5.59,568.686,0
28.4,965.917,1.4025,5.61,568.99,0
28.5,967.004,1.408,5.632,569.63,0
28.6,967.458,1.413,5.652,569.898,0
28.7,967.712,1.418,5.672,570.047,0
28.8,968.899,1.423,5.692,570.746,0
28.9,968.909,1.428,5.712,570.752,0
29,969.567,1.433,5.732,571.14,0
29.1,970.498,1.438,5.752,571.688,0
29.2,970.452,1.4425,5.77,571.661,0
29.3,971.188,1.4475,5.79,572.095,0
29.4,971.999,1.4525,5.81,572.572,0
29.5,972.27,1.457,5.828,572.732,0
29.6,973.063,1.462,5.848,573.199,0
29.7,973.849,1.467,5.868,573.662,0
29.8,974.323,1.472,5.888,573.941,0
29.9,975.485,1.4775,5.91,574.626,0
30,976.043,1.4825,5.93,574.955,0
30.1,976.256,1.4875,5.95,575.08,0
30.2,977.141,1.493,5.972,575.601,0
30.3,977.445,1.4975,5.99,575.781,0
30.4,978.129,1.503,6.012,576.184,0
30.5,978.931,1.508,6.032,576.656,0
30.6,978.871,1.5125,6.05,576.621,0
30.7,979.802,1.518,6.072,577.169,0
30.8,980.256,1.5225,6.09,577.436,0
30.9,980.174,1.5275,6.11,577.388,0
31,981.048,1.5325,6.13,577.903,0
31.1,981.4,1.537,6.148,578.11,0
31.2,981.721,1.542,6.168,578.299,0
31.3,982.715,1.547,6.188,578.885,0
31.4,983.229,1.5515,6.206,579.188,0
31.5,983.945,1.557,6.228,579.609,0
31.6,984.619,1.562,6.248,580.006,0
31.7,985.139,1.567,6.268,580.313,0
31.8,985.825,1.5725,6.29,580.717,0
31.9,986.495,1.5775,6.31,581.112,0
32,986.476,1.582,6.328,581.1,0
32.1,987.426,1.5875,6.35,581.66,0
32.2,987.713,1.5925,6.37,581.829,0
32.3,987.796,1.597,6.388,581.878,0
32.4,989.047,1.6025,6.41,582.615,0
32.5,988.883,1.607,6.428,582.518,0
32.6,989.098,1.612,6.448,582.645,0
32.7,990.126,1.617,6.468,583.251,0
32.8,990.401,1.6215,6.486,583.413,0
32.9,990.877,1.6265,6.506,583.693,0
33,991.614,1.6315,6.526,584.127,0
33.1,991.822,1.6365,6.546,584.25,0
33.2,992.723,1.6415,6.566,584.78,0
33.3,993.396,1.6465,6.586,585.177,0
33.4,993.649,1.6515,6.606,585.326,0
33.5,994.324,1.657,6.628,585.723,0
33.6,994.773,1.662,6.648,585.988,0
33.7,994.982,1.667,6.668,586.111,0
33.8,996.134,1.6725,6.69,586.79,0
33.9,995.924,1.677,6.708,586.666,0
34,996.362,1.682,6.728,586.924,0
34.1,997.166,1.687,6.748,587.397,0
34.2,996.93,1.6915,6.766,587.258,0
34.3,997.521,1.6965,6.786,587.607,0
34.4,998.059,1.701,6.804,587.924,0
34.5,998.117,1.706,6.824,587.957,0
34.6,998.851,1.711,6.844,588.39,0
34.7,999.433,1.7155,6.862,588.733,0
34.8,999.504,1.72,6.88,588.775,0
34.9,1000.46,1.7255,6.902,589.338,0
35,1001.002,1.73,6.92,589.657,0
35.1,1001.409,1.7355,6.942,589.897,0
35.2,1002.195,1.7405,6.962,590.36,0
35.3,1002.28,1.7455,6.982,590.41,0
35.4,1002.741,1.751,7.004,590.682,0
35.5,1003.277,1.7555,7.022,590.997,0
35.6,1003.289,1.7605,7.042,591.004,0
35.7,1004.211,1.766,7.064,591.547,0
35.8,1004.475,1.7705,7.082,591.703,0
35.9,1004.38,1.775,7.1,591.647,0
36,1004.853,1.78,7.12,591.925,0
36.1,1005.279,1.785,7.14,592.177,0
36.2,1005.404,1.7895,7.158,592.25,0
36.3,1006.479,1.795,7.18,592.883,0
36.4,1006.569,1.7995,7.198,592.936,0
36.5,1007.169,1.805,7.22,593.29,0
36.6,1008.021,1.81,7.24,593.792,0
36.7,1008.364,1.815,7.26,593.994,0
36.8,1008.685,1.8205,7.282,594.183,0
36.9,1009.249,1.8255,7.302,594.515,0
37,1009.247,1.8305,7.322,594.514,0
37.1,1010,1.836,7.344,594.957,0
37.2,1009.914,1.8405,7.362,594.907,0
37.3,1009.975,1.8455,7.382,594.943,0
37.4,1011.122,1.851,7.404,595.618,0
37.5,1010.88,1.8555,7.422,595.476,0
37.6,1011.004,1.86,7.44,595.549,0
37.7,1011.962,1.865,7.46,596.114,0
37.8,1011.8,1.87,7.48,596.018,0
37.9,1012.279,1.875,7.5,596.3,0
38,1013.146,1.88,7.52,596.811,0
38.1,1013.293,1.8845,7.538,596.898,0
38.2,1013.831,1.89,7.56,597.214,0
38.3,1014.448,1.895,7.58,597.578,0
38.4,1014.527,1.9,7.6,597.624,0
38.5,1015.197,1.9055,7.622,598.019,0
38.6,1015.419,1.9105,7.642,598.149,0
38.7,1015.62,1.9155,7.662,598.268,0
38.8,1016.447,1.921,7.684,598.755,0
38.9,1016.364,1.9255,7.702,598.706,0
39,1016.543,1.9305,7.722,598.812,0
39.1,1017.285,1.9355,7.742,599.249,0
39.2,1017.096,1.94,7.76,599.138,0
39.3,1017.391,1.945,7.78,599.311,0
39.4,1017.925,1.95,7.8,599.626,0
39.5,1017.967,1.9545,7.818,599.65,0
39.6,1018.623,1.96,7.84,600.037,0
39.7,1019.082,1.9645,7.858,600.308,0
39.8,1019.428,1.9695,7.878,600.511,0
39.9,1020.086,1.975,7.9,600.899,0
40,1020.298,1.98,7.92,601.024,0
40.1,1020.577,1.985,7.94,601.188,0
40.2,1021.278,1.9905,7.962,601.601,0
40.3,1021.258,1.9955,7.982,601.589,0
40.4,1021.628,2.001,8.004,601.807,0
40.5,1022.137,2.006,8.024,602.107,0
40.6,1021.882,2.0105,8.042,601.957,0
40.7,1022.556,2.016,8.064,602.354,0
40.8,1022.701,2.0205,8.082,602.439,0
40.9,1022.481,2.025,8.1,602.31,0
41,1023.429,2.0305,8.122,602.868,0
41.1,1023.474,2.035,8.14,602.895,0
41.2,1023.472,2.0395,8.158,602.893,0
41.3,1024.233,2.045,8.18,603.342,0
41.4,1024.495,2.0495,8.198,603.496,0
41.5,1024.83,2.055,8.22,603.693,0
41.6,1025.687,2.06,8.24,604.198,0
41.7,1025.648,2.065,8.26,604.175,0
41.8,1026.085,2.0705,8.282,604.432,0
41.9,1026.605,2.0755,8.302,604.739,0
42,1026.369,2.0805,8.322,604.6,0
42.1,1027.039,2.086,8.344,604.995,0
42.2,1027.243,2.0905,8.362,605.115,0
42.3,1027.052,2.0955,8.382,605.002,0
42.4,1027.847,2.1005,8.402,605.471,0
42.5,1027.581,2.105,8.42,605.314,0
42.6,1027.782,2.11,8.44,605.432,0
42.7,1028.377,2.115,8.46,605.783,0
42.8,1028.382,2.1195,8.478,605.786,0
42.9,1028.639,2.125,8.5,605.937,0
43,1029.267,2.1295,8.518,606.307,0
43.1,1029.397,2.1345,8.538,606.384,0
43.2,1029.88,2.14,8.56,606.668,0
43.3,1030.554,2.145,8.58,607.065,0
43.4,1030.301,2.15,8.6,606.916,0
43.5,1031.163,2.1555,8.622,607.424,0
43.6,1031.277,2.1605,8.642,607.491,0
43.7,1031.268,2.1655,8.662,607.486,0
43.8,1031.94,2.171,8.684,607.882,0
43.9,1031.683,2.1755,8.702,607.731,0
44,1031.959,2.181,8.724,607.893,0
44.1,1032.473,2.1855,8.742,608.195,0
44.2,1032.06,2.19,8.76,607.952,0
44.3,1032.409,2.195,8.78,608.158,0
44.4,1032.933,2.2,8.8,608.467,0
44.5,1032.775,2.2045,8.818,608.374,0
44.6,1033.415,2.21,8.84,608.75,0
44.7,1033.832,2.2145,8.858,608.996,0
44.8,1033.792,2.2195,8.878,608.973,0
44.9,1034.517,2.225,8.9,609.399,0
45,1034.707,2.23,8.92,609.511,0
45.1,1034.854,2.235,8.94,609.598,0
45.2,1035.546,2.2405,8.962,610.006,0
45.3,1035.292,2.245,8.98,609.856,0
45.4,1035.671,2.2505,9.002,610.08,0
45.5,1036.169,2.2555,9.022,610.373,0
45.6,1035.868,2.2605,9.042,610.195,0
45.7,1036.375,2.2655,9.062,610.494,0
45.8,1036.548,2.2705,9.082,610.596,0
45.9,1036.19,2.275,9.1,610.385,0
46,1036.809,2.28,9.12,610.75,0
46.1,1037.042,2.2845,9.138,610.887,0
46.2,1037.037,2.2895,9.158,610.884,0
46.3,1037.565,2.2945,9.178,611.195,0
46.4,1037.8,2.2995,9.198,611.334,0
46.5,1038.059,2.3045,9.218,611.486,0
46.6,1038.613,2.31,9.24,611.813,0
46.7,1038.611,2.315,9.26,611.811,0
46.8,1038.965,2.32,9.28,612.02,0
46.9,1039.563,2.325,9.3,612.372,0
47,1039.191,2.33,9.32,612.153,0
47.1,1039.83,2.3355,9.342,612.53,0
47.2,1039.857,2.3405,9.362,612.545,0
47.3,1039.596,2.3455,9.382,612.392,0
47.4,1040.277,2.3505,9.402,612.793,0
47.5,1039.942,2.355,9.42,612.595,0
47.6,1040.013,2.36,9.44,612.637,0
47.7,1040.658,2.365,9.46,613.017,0
47.8,1040.663,2.3695,9.478,613.02,0
47.9,1040.716,2.3745,9.498,613.051,0
48,1041.401,2.3795,9.518,613.455,0
48.1,1041.315,2.3845,9.538,613.404,0
48.2,1041.787,2.3895,9.558,613.682,0
48.3,1042.209,2.395,9.58,613.931,0
48.4,1042.132,2.4,9.6,613.885,0
48.5,1042.796,2.405,9.62,614.277,0
48.6,1042.65,2.41,9.64,614.19,0
48.7,1042.804,2.415,9.66,614.281,0
48.8,1043.444,2.4205,9.682,614.658,0
48.9,1042.922,2.425,9.7,614.351,0
49,1043.072,2.4305,9.722,614.439,0
49.1,1043.834,2.4355,9.742,614.888,0
49.2,1043.346,2.44,9.76,614.601,0
49.3,1043.638,2.445,9.78,614.772,0
49.4,1043.902,2.4495,9.798,614.928,0
49.5,1043.755,2.4545,9.818,614.842,0
49.6,1044.178,2.4595,9.838,615.091,0
49.7,1044.772,2.4645,9.858,615.441,0
49.8,1044.766,2.4695,9.878,615.437,0
49.9,1045.438,2.475,9.9,615.833,0
50,1045.363,2.4795,9.918,615.789,0
50.1,1045.61,2.485,9.94,615.934,0
50.2,1046.207,2.49,9.96,616.286,0
50.3,1045.942,2.495,9.98,616.13,0
50.4,1046.303,2.5005,10.002,616.343,0
50.5,1046.591,2.5055,10.022,616.512,0
50.6,1046.167,2.51,10.04,616.262,0
50.7,1046.669,2.5155,10.062,616.558,0
50.8,1046.629,2.52,10.08,616.534,0
50.9,1046.396,2.525,10.1,616.397,0
51,1046.836,2.53,10.12,616.657,0
51.1,1046.921,2.5345,10.138,616.707,0
51.2,1046.858,2.5395,10.158,616.669,0
51.3,1047.417,2.5445,10.178,616.998,0
51.4,1047.415,2.549,10.196,616.998,0
51.5,1047.617,2.5545,10.218,617.116,0
51.6,1048.315,2.5595,10.238,617.528,0
51.7,1047.961,2.5645,10.258,617.319,0
51.8,1048.445,2.57,10.28,617.604,0
51.9,1048.949,2.575,10.3,617.901,0
52,1048.49,2.58,10.32,617.631,0
52.1,1049.143,2.5855,10.342,618.015,0
52.2,1049.129,2.59,10.36,618.007,0
52.3,1048.708,2.595,10.38,617.759,0
52.4,1049.522,2.6,10.4,618.239,0
52.5,1049.16,2.605,10.42,618.026,0
52.6,1049.174,2.6095,10.438,618.034,0
52.7,1049.828,2.6145,10.458,618.419,0
52.8,1049.593,2.619,10.476,618.281,0
52.9,1049.554,2.6245,10.498,618.258,0
53,1050.222,2.629,10.516,618.651,0
53.1,1050.119,2.634,10.536,618.59,0
53.2,1050.586,2.6395,10.558,618.866,0
53.3,1050.928,2.6445,10.578,619.067,0
53.4,1050.834,2.6495,10.598,619.012,0
53.5,1051.342,2.655,10.62,619.311,0
53.6,1051.221,2.66,10.64,619.239,0
53.7,1050.925,2.665,10.66,619.065,0
53.8,1051.762,2.6705,10.682,619.558,0
53.9,1051.447,2.675,10.7,619.373,0
54,1051.462,2.6805,10.722,619.381,0
54.1,1051.911,2.685,10.74,619.646,0
54.2,1051.409,2.69,10.76,619.35,0
54.3,1051.568,2.695,10.78,619.444,0
54.4,1052.011,2.6995,10.798,619.705,0
54.5,1051.803,2.7045,10.818,619.583,0
54.6,1052.231,2.7095,10.838,619.835,0
54.7,1052.459,2.7145,10.858,619.969,0
54.8,1052.428,2.719,10.876,619.95,0
54.9,1053.166,2.7245,10.898,620.385,0
55,1053.106,2.7295,10.918,620.35,0
55.1,1053.237,2.735,10.94,620.427,0
55.2,1053.663,2.74,10.96,620.678,0
55.3,1053.307,2.745,10.98,620.468,0
55.4,1053.6,2.7505,11.002,620.641,0
55.5,1053.745,2.7555,11.022,620.726,0
55.6,1053.286,2.76,11.04,620.456,0
55.7,1053.747,2.7655,11.062,620.728,0
55.8,1053.922,2.77,11.08,620.831,0
55.9,1053.563,2.775,11.1,620.619,0
56,1054.055,2.78,11.12,620.909,0
56.1,1053.935,2.7845,11.138,620.838,0
56.2,1053.994,2.7895,11.158,620.873,0
56.3,1054.559,2.7945,11.178,621.206,0
56.4,1054.458,2.7995,11.198,621.146,0
56.5,1054.749,2.8045,11.218,621.318,0
56.6,1055.21,2.8095,11.238,621.589,0
56.7,1054.992,2.815,11.26,621.461,0
56.8,1055.278,2.82,11.28,621.63,0
56.9,1055.655,2.825,11.3,621.851,0
57,1055.25,2.83,11.32,621.613,0
57.1,1055.846,2.8355,11.342,621.964,0
57.2,1055.732,2.8405,11.362,621.897,0
57.3,1055.245,2.8455,11.382,621.61,0
57.4,1055.903,2.8505,11.402,621.997,0
57.5,1055.436,2.855,11.42,621.722,0
57.6,1055.245,2.86,11.44,621.61,0
57.7,1056.086,2.865,11.46,622.105,0
57.8,1055.747,2.8695,11.478,621.906,0
57.9,1055.672,2.8745,11.498,621.862,0
58,1056.429,2.8795,11.518,622.307,0
58.1,1056.205,2.8845,11.538,622.175,0
58.2,1056.599,2.8895,11.558,622.408,0
58.3,1056.871,2.8945,11.578,622.567,0
58.4,1056.761,2.8995,11.598,622.503,0
58.5,1057.351,2.905,11.62,622.85,0
58.6,1057.128,2.91,11.64,622.719,0
58.7,1057.105,2.915,11.66,622.705,0
58.8,1057.62,2.9205,11.682,623.009,0
58.9,1057.168,2.925,11.7,622.743,0
59,1057.29,2.9305,11.722,622.814,0
59.1,1057.711,2.935,11.74,623.063,0
59.2,1057.19,2.94,11.76,622.755,0
59.3,1057.19,2.945,11.78,622.755,0
59.4,1057.505,2.9495,11.798,622.941,0
59.5,1057.297,2.9545,11.818,622.819,0
59.6,1057.709,2.9595,11.838,623.061,0
