[TYPE]
Mixed CSV
[INFOMATION]
0,시험일자,2024-09-09
1,실무자,이재성
2,의뢰 기관,창원대학교
3,시험 속도,3 mm/min;
4,시편 명칭 / 재질,
5,시편 형상,사각시편
6,지름 [mm],
7,두께 [mm] / 폭 [mm],2.77 / 6.04
8,Gage length [mm],25
9,Area,16.7308
10,기타, / 
[DATA]
TIME - Second,ULM-T10 - kgf,Displacement - mm,Strain - %,Stress - MPa,Temp. - ℃
0.1,0.525,0.0025,0.01,0.308,0
0.2,5.494,0.0075,0.03,3.218,0
0.3,14.906,0.0125,0.05,8.732,0
0.4,25.181,0.0175,0.07,14.751,0
0.5,35.113,0.0225,0.09,20.568,0
0.6,44.48,0.0275,0.11,26.056,0
0.7,53.741,0.0325,0.13,31.48,0
0.8,60.334,0.037,0.148,35.342,0
0.9,66.782,0.0415,0.166,39.12,0
1,74.53,0.0465,0.186,43.658,0
1.1,82.055,0.0515,0.206,48.066,0
1.2,90.129,0.056,0.224,52.796,0
1.3,99.1,0.061,0.244,58.051,0
1.4,107.642,0.066,0.264,63.055,0
1.5,116.646,0.0715,0.286,68.329,0
1.6,126.073,0.076,0.304,73.851,0
1.7,135.062,0.0815,0.326,79.117,0
1.8,145.063,0.0865,0.346,84.975,0
1.9,154.404,0.0915,0.366,90.447,0
2,163.459,0.0965,0.386,95.752,0
2.1,173.65,0.1015,0.406,101.721,0
2.2,182.125,0.106,0.424,106.685,0
2.3,191.178,0.1115,0.446,111.989,0
2.4,200.625,0.116,0.464,117.522,0
2.5,208.341,0.1205,0.482,122.043,0
2.6,216.891,0.1255,0.502,127.051,0
2.7,225.668,0.1305,0.522,132.192,0
2.8,233.537,0.135,0.54,136.802,0
2.9,242.058,0.14,0.56,141.793,0
3,250.72,0.145,0.58,146.867,0
3.1,258.842,0.1495,0.598,151.625,0
3.2,267.928,0.155,0.62,156.948,0
3.3,276.547,0.16,0.64,161.996,0
3.4,285.025,0.165,0.66,166.963,0
3.5,294.178,0.1705,0.682,172.324,0
3.6,302.105,0.175,0.7,176.968,0
3.7,310.656,0.1805,0.722,181.977,0
3.8,319.354,0.185,0.74,187.072,0
3.9,326.781,0.19,0.76,191.422,0
4,335.242,0.195,0.78,196.379,0
4.1,343.31,0.1995,0.798,201.105,0
4.2,350.384,0.2045,0.818,205.248,0
4.3,358.625,0.2095,0.838,210.076,0
4.4,366.167,0.214,0.856,214.494,0
4.5,373.661,0.2185,0.874,218.884,0
4.6,381.914,0.2235,0.894,223.718,0
4.7,389.574,0.2285,0.914,228.205,0
4.8,397.063,0.2335,0.934,232.592,0
4.9,405.714,0.2385,0.954,237.66,0
5,413.418,0.2435,0.974,242.173,0
5.1,421.839,0.249,0.996,247.105,0
5.2,430.087,0.254,1.016,251.937,0
5.3,437.508,0.259,1.036,256.284,0
5.4,445.735,0.264,1.056,261.103,0
5.5,453.254,0.2685,1.074,265.508,0
5.6,460.214,0.2735,1.094,269.585,0
5.7,468.393,0.2785,1.114,274.376,0
5.8,475.153,0.283,1.132,278.336,0
5.9,482.025,0.288,1.152,282.361,0
6,489.919,0.293,1.172,286.986,0
6.1,496.675,0.2975,1.19,290.943,0
6.2,503.72,0.3025,1.21,295.07,0
6.3,511.47,0.3075,1.23,299.61,0
6.4,518.43,0.312,1.248,303.687,0
6.5,526.224,0.3175,1.27,308.252,0
6.6,533.953,0.3225,1.29,312.78,0
6.7,540.916,0.3275,1.31,316.859,0
6.8,548.851,0.3325,1.33,321.507,0
6.9,555.903,0.3375,1.35,325.638,0
7,562.824,0.343,1.372,329.692,0
7.1,570.652,0.348,1.392,334.277,0
7.2,576.896,0.3525,1.41,337.935,0
7.3,583.781,0.358,1.432,341.968,0
7.4,591.043,0.3625,1.45,346.222,0
7.5,596.717,0.367,1.468,349.546,0
7.6,603.393,0.372,1.488,353.457,0
7.7,609.797,0.377,1.508,357.208,0
7.8,615.616,0.3815,1.526,360.617,0
7.9,622.157,0.3865,1.546,364.448,0
8,628.855,0.3915,1.566,368.372,0
8.1,634.749,0.3965,1.586,371.825,0
8.2,641.65,0.4015,1.606,375.867,0
8.3,647.915,0.4065,1.626,379.537,0
8.4,654.015,0.412,1.648,383.11,0
8.5,660.906,0.417,1.668,387.147,0
8.6,666.471,0.4215,1.686,390.407,0
8.7,672.51,0.427,1.708,393.944,0
8.8,678.737,0.432,1.728,397.592,0
8.9,683.565,0.4365,1.746,400.42,0
9,689.678,0.442,1.768,404.001,0
9.1,694.968,0.4465,1.786,407.1,0
9.2,699.57,0.4515,1.806,409.795,0
9.3,705.33,0.4565,1.826,413.17,0
9.4,710.299,0.461,1.844,416.08,0
9.5,715.036,0.4655,1.862,418.855,0
9.6,720.454,0.471,1.884,422.029,0
9.7,725.209,0.4755,1.902,424.814,0
9.8,730.257,0.4805,1.922,427.771,0
9.9,735.501,0.4855,1.942,430.843,0
10,740.175,0.4905,1.962,433.581,0
10.1,745.154,0.496,1.984,436.498,0
10.2,749.883,0.501,2.004,439.268,0
10.3,753.92,0.506,2.024,441.632,0
10.4,758.768,0.5115,2.046,444.473,0
10.5,762.534,0.516,2.064,446.679,0
10.6,766.172,0.521,2.084,448.81,0
10.7,770.741,0.526,2.104,451.486,0
10.8,773.888,0.5305,2.122,453.33,0
10.9,777.463,0.5355,2.142,455.424,0
11,781.412,0.5405,2.162,457.737,0
11.1,784.208,0.545,2.18,459.375,0
11.2,787.693,0.55,2.2,461.416,0
11.3,791.458,0.555,2.22,463.622,0
11.4,794.541,0.5595,2.238,465.428,0
